obs;theta;resp;delta;error;cond;block;rt;study;experiment;stimulus
1;172;177;63;5;1;7;1.58912322402466;Kondo et al. (2022);Experiment 4;Orientation
1;15;32;-23;17;1;7;1.48252918804064;Kondo et al. (2022);Experiment 4;Orientation
1;1;3;14;2;1;7;1.20649622904602;Kondo et al. (2022);Experiment 4;Orientation
1;58;48;-57;-10;1;7;0.658223874983378;Kondo et al. (2022);Experiment 4;Orientation
1;83;74;-25;-9;1;7;1.80198356905021;Kondo et al. (2022);Experiment 4;Orientation
1;57;57;26;0;1;7;0.895087823970243;Kondo et al. (2022);Experiment 4;Orientation
1;96;95;-39;-1;1;7;1.09585014905315;Kondo et al. (2022);Experiment 4;Orientation
1;117;124;-21;7;1;7;1.65032342402264;Kondo et al. (2022);Experiment 4;Orientation
1;24;32;-87;8;1;7;1.29188212391455;Kondo et al. (2022);Experiment 4;Orientation
1;138;132;66;-6;1;7;1.1098237989936;Kondo et al. (2022);Experiment 4;Orientation
1;63;65;75;2;1;7;0.71604137099348;Kondo et al. (2022);Experiment 4;Orientation
1;172;138;71;-34;1;7;0.650841277092695;Kondo et al. (2022);Experiment 4;Orientation
1;148;155;24;7;1;7;0.772994006983936;Kondo et al. (2022);Experiment 4;Orientation
1;176;2;-28;6;1;7;0.926733483094722;Kondo et al. (2022);Experiment 4;Orientation
1;114;129;62;15;1;7;1.33070440799929;Kondo et al. (2022);Experiment 4;Orientation
1;59;39;55;-20;1;7;1.21970009396318;Kondo et al. (2022);Experiment 4;Orientation
1;84;82;-25;-2;1;7;1.38869358599186;Kondo et al. (2022);Experiment 4;Orientation
1;90;93;-6;3;1;7;1.32273531705141;Kondo et al. (2022);Experiment 4;Orientation
1;64;52;26;-12;1;7;1.39794447494205;Kondo et al. (2022);Experiment 4;Orientation
1;43;48;21;5;1;7;0.794575482024811;Kondo et al. (2022);Experiment 4;Orientation
1;108;100;-65;-8;1;7;0.880876845913008;Kondo et al. (2022);Experiment 4;Orientation
1;153;142;-45;-11;1;8;1.61153119802475;Kondo et al. (2022);Experiment 4;Orientation
1;47;37;-74;-10;1;8;1.28625216602813;Kondo et al. (2022);Experiment 4;Orientation
1;179;178;48;-1;1;8;0.88219597004354;Kondo et al. (2022);Experiment 4;Orientation
1;162;160;17;-2;1;8;1.17417468398344;Kondo et al. (2022);Experiment 4;Orientation
1;148;164;14;16;1;8;1.27223795908503;Kondo et al. (2022);Experiment 4;Orientation
1;41;24;-73;-17;1;8;1.02213525399566;Kondo et al. (2022);Experiment 4;Orientation
1;163;163;58;0;1;8;0.933393376995809;Kondo et al. (2022);Experiment 4;Orientation
1;19;14;-36;-5;1;8;1.43123519700021;Kondo et al. (2022);Experiment 4;Orientation
1;116;128;83;12;1;8;0.573590646963567;Kondo et al. (2022);Experiment 4;Orientation
1;20;11;-84;-9;1;8;0.879970567999408;Kondo et al. (2022);Experiment 4;Orientation
1;149;160;51;11;1;8;1.06038975005504;Kondo et al. (2022);Experiment 4;Orientation
1;108;127;41;19;1;8;1.0034595039906;Kondo et al. (2022);Experiment 4;Orientation
1;126;140;-18;14;1;8;1.36724976601545;Kondo et al. (2022);Experiment 4;Orientation
1;106;118;20;12;1;8;1.32282027695328;Kondo et al. (2022);Experiment 4;Orientation
1;24;7;82;-17;1;8;1.06947477592621;Kondo et al. (2022);Experiment 4;Orientation
1;36;34;-12;-2;1;8;1.44396305899136;Kondo et al. (2022);Experiment 4;Orientation
1;19;20;17;1;1;8;1.08263250102755;Kondo et al. (2022);Experiment 4;Orientation
1;29;39;-10;10;1;8;0.68367632094305;Kondo et al. (2022);Experiment 4;Orientation
1;60;62;-31;2;1;8;0.535726701957174;Kondo et al. (2022);Experiment 4;Orientation
1;176;4;64;8;1;8;0.818782454007305;Kondo et al. (2022);Experiment 4;Orientation
1;29;25;-33;-4;1;8;1.03400176297873;Kondo et al. (2022);Experiment 4;Orientation
1;56;43;-27;-13;1;8;0.823789458023384;Kondo et al. (2022);Experiment 4;Orientation
1;71;56;-15;-15;1;8;1.10418145207223;Kondo et al. (2022);Experiment 4;Orientation
1;174;173;77;-1;1;8;0.815340414061211;Kondo et al. (2022);Experiment 4;Orientation
1;162;170;12;8;1;8;1.38631691795308;Kondo et al. (2022);Experiment 4;Orientation
1;21;31;-39;10;1;8;0.552847365965135;Kondo et al. (2022);Experiment 4;Orientation
1;90;97;-69;7;1;8;1.62400412594434;Kondo et al. (2022);Experiment 4;Orientation
1;16;21;74;5;1;8;1.42281854699831;Kondo et al. (2022);Experiment 4;Orientation
1;120;135;76;15;1;8;0.799546167021617;Kondo et al. (2022);Experiment 4;Orientation
1;130;135;-10;5;1;8;1.16313513193745;Kondo et al. (2022);Experiment 4;Orientation
1;89;85;41;-4;1;8;1.7759078249801;Kondo et al. (2022);Experiment 4;Orientation
1;154;137;-65;-17;1;8;1.44210940599442;Kondo et al. (2022);Experiment 4;Orientation
1;56;39;-82;-17;1;8;1.23027254000772;Kondo et al. (2022);Experiment 4;Orientation
1;129;133;-73;4;1;8;0.860211153980345;Kondo et al. (2022);Experiment 4;Orientation
1;120;133;9;13;1;8;0.563961133942939;Kondo et al. (2022);Experiment 4;Orientation
1;38;34;82;-4;1;8;0.927780247991905;Kondo et al. (2022);Experiment 4;Orientation
1;91;97;-53;6;1;8;1.13011642300989;Kondo et al. (2022);Experiment 4;Orientation
1;172;170;-81;-2;1;8;0.683448995929211;Kondo et al. (2022);Experiment 4;Orientation
1;61;47;-69;-14;1;8;1.18333808099851;Kondo et al. (2022);Experiment 4;Orientation
1;79;76;-18;-3;1;8;0.800272827036679;Kondo et al. (2022);Experiment 4;Orientation
1;168;152;-89;-16;1;8;1.64352428098209;Kondo et al. (2022);Experiment 4;Orientation
1;36;31;-48;-5;1;8;0.839667103951797;Kondo et al. (2022);Experiment 4;Orientation
1;28;36;8;8;1;8;1.0357502780389;Kondo et al. (2022);Experiment 4;Orientation
1;23;19;5;-4;1;8;0.930528636905365;Kondo et al. (2022);Experiment 4;Orientation
1;103;110;-80;7;1;8;1.44305335904937;Kondo et al. (2022);Experiment 4;Orientation
1;116;106;-13;-10;1;8;0.75901676598005;Kondo et al. (2022);Experiment 4;Orientation
1;128;122;-12;-6;1;8;1.20330215594731;Kondo et al. (2022);Experiment 4;Orientation
1;22;26;-74;4;1;8;0.911582333035767;Kondo et al. (2022);Experiment 4;Orientation
1;93;83;-71;-10;1;8;1.21391149191186;Kondo et al. (2022);Experiment 4;Orientation
1;136;131;-43;-5;1;8;0.655672827968374;Kondo et al. (2022);Experiment 4;Orientation
1;85;95;51;10;1;9;0.693227241048589;Kondo et al. (2022);Experiment 4;Orientation
1;171;168;-86;-3;1;9;0.886403060983866;Kondo et al. (2022);Experiment 4;Orientation
1;9;21;-18;12;1;9;0.702175654005259;Kondo et al. (2022);Experiment 4;Orientation
1;170;152;19;-18;1;9;0.435334949987009;Kondo et al. (2022);Experiment 4;Orientation
1;61;43;-71;-18;1;9;0.742354927002452;Kondo et al. (2022);Experiment 4;Orientation
1;97;109;-36;12;1;9;0.881234940956347;Kondo et al. (2022);Experiment 4;Orientation
1;112;126;-15;14;1;9;0.949365128995851;Kondo et al. (2022);Experiment 4;Orientation
1;8;25;-76;17;1;9;1.25133454601746;Kondo et al. (2022);Experiment 4;Orientation
1;141;138;47;-3;1;9;0.756313905003481;Kondo et al. (2022);Experiment 4;Orientation
1;134;130;7;-4;1;9;0.952888909960166;Kondo et al. (2022);Experiment 4;Orientation
1;15;12;-61;-3;1;9;0.891489217057824;Kondo et al. (2022);Experiment 4;Orientation
1;163;160;32;-3;1;9;0.969421465066262;Kondo et al. (2022);Experiment 4;Orientation
1;12;19;-29;7;1;9;1.01107841904741;Kondo et al. (2022);Experiment 4;Orientation
1;0;18;12;18;1;9;0.964743864024058;Kondo et al. (2022);Experiment 4;Orientation
1;31;41;-31;10;1;9;1.02439839101862;Kondo et al. (2022);Experiment 4;Orientation
1;165;138;46;-27;1;9;1.5446664999472;Kondo et al. (2022);Experiment 4;Orientation
1;58;45;-73;-13;1;9;1.46236360096373;Kondo et al. (2022);Experiment 4;Orientation
1;77;70;-19;-7;1;9;1.01687071996275;Kondo et al. (2022);Experiment 4;Orientation
1;114;117;-37;3;1;9;1.2482432910474;Kondo et al. (2022);Experiment 4;Orientation
1;49;60;65;11;1;9;0.611375730019063;Kondo et al. (2022);Experiment 4;Orientation
1;7;19;42;12;1;9;0.901472248020582;Kondo et al. (2022);Experiment 4;Orientation
1;79;56;-72;-23;1;9;1.10051915096119;Kondo et al. (2022);Experiment 4;Orientation
1;32;35;47;3;1;9;0.772199322935194;Kondo et al. (2022);Experiment 4;Orientation
1;102;110;-70;8;1;9;1.49463866499718;Kondo et al. (2022);Experiment 4;Orientation
1;49;44;53;-5;1;9;1.46416668302845;Kondo et al. (2022);Experiment 4;Orientation
1;179;168;50;-11;1;9;0.944674562080763;Kondo et al. (2022);Experiment 4;Orientation
1;60;57;-61;-3;1;9;0.849343921989202;Kondo et al. (2022);Experiment 4;Orientation
1;65;47;-5;-18;1;9;1.45088694395963;Kondo et al. (2022);Experiment 4;Orientation
1;12;20;53;8;1;9;0.941011516959406;Kondo et al. (2022);Experiment 4;Orientation
1;35;20;-23;-15;1;9;0.965012777945958;Kondo et al. (2022);Experiment 4;Orientation
1;148;11;67;43;1;9;0.560285853920504;Kondo et al. (2022);Experiment 4;Orientation
1;0;173;-32;-7;1;9;0.884800005005673;Kondo et al. (2022);Experiment 4;Orientation
1;108;111;72;3;1;9;0.624896734021604;Kondo et al. (2022);Experiment 4;Orientation
1;145;167;-37;22;1;9;0.665122697944753;Kondo et al. (2022);Experiment 4;Orientation
1;163;164;-18;1;1;9;1.23998092103284;Kondo et al. (2022);Experiment 4;Orientation
1;172;152;-9;-20;1;9;0.884251760086045;Kondo et al. (2022);Experiment 4;Orientation
1;12;33;-20;21;1;9;0.824615755933337;Kondo et al. (2022);Experiment 4;Orientation
1;117;124;75;7;1;9;0.569079843000509;Kondo et al. (2022);Experiment 4;Orientation
1;123;138;-6;15;1;9;0.876000990974717;Kondo et al. (2022);Experiment 4;Orientation
1;108;141;15;33;1;9;0.688611492048949;Kondo et al. (2022);Experiment 4;Orientation
1;135;135;-27;0;1;9;0.8186377879465;Kondo et al. (2022);Experiment 4;Orientation
1;48;50;87;2;1;9;0.769906167988665;Kondo et al. (2022);Experiment 4;Orientation
1;33;21;15;-12;1;9;0.652788011007942;Kondo et al. (2022);Experiment 4;Orientation
1;24;21;9;-3;1;9;1.08581412211061;Kondo et al. (2022);Experiment 4;Orientation
1;153;127;51;-26;1;9;1.14629463094752;Kondo et al. (2022);Experiment 4;Orientation
1;92;100;61;8;1;9;0.642154082888737;Kondo et al. (2022);Experiment 4;Orientation
1;2;8;90;6;1;9;1.44589663797524;Kondo et al. (2022);Experiment 4;Orientation
1;14;25;-12;11;1;9;0.866033042082563;Kondo et al. (2022);Experiment 4;Orientation
1;80;70;-66;-10;1;9;0.937961693969555;Kondo et al. (2022);Experiment 4;Orientation
1;138;137;-58;-1;1;9;1.19190780993085;Kondo et al. (2022);Experiment 4;Orientation
1;120;133;18;13;1;10;0.880597140989266;Kondo et al. (2022);Experiment 4;Orientation
1;13;20;-73;7;1;10;0.861421723035164;Kondo et al. (2022);Experiment 4;Orientation
1;99;126;-86;27;1;10;1.18029465398286;Kondo et al. (2022);Experiment 4;Orientation
1;61;41;38;-20;1;10;0.955957351019606;Kondo et al. (2022);Experiment 4;Orientation
1;124;123;-63;-1;1;10;0.874251311994158;Kondo et al. (2022);Experiment 4;Orientation
1;103;110;21;7;1;10;1.17697331204545;Kondo et al. (2022);Experiment 4;Orientation
1;172;169;-69;-3;1;10;0.810671140090562;Kondo et al. (2022);Experiment 4;Orientation
1;128;125;44;-3;1;10;0.804898823960684;Kondo et al. (2022);Experiment 4;Orientation
1;20;26;-72;6;1;10;1.17046007502358;Kondo et al. (2022);Experiment 4;Orientation
1;170;159;30;-11;1;10;1.2742448230274;Kondo et al. (2022);Experiment 4;Orientation
1;7;2;-17;-5;1;10;1.28852123196702;Kondo et al. (2022);Experiment 4;Orientation
1;70;86;-63;16;1;10;0.858563020010479;Kondo et al. (2022);Experiment 4;Orientation
1;178;6;72;8;1;10;0.72944434999954;Kondo et al. (2022);Experiment 4;Orientation
1;67;69;-69;2;1;10;0.580793538945727;Kondo et al. (2022);Experiment 4;Orientation
1;11;14;56;3;1;10;0.596818951074965;Kondo et al. (2022);Experiment 4;Orientation
1;141;124;50;-17;1;10;0.570688921026886;Kondo et al. (2022);Experiment 4;Orientation
1;55;50;86;-5;1;10;1.42076154600363;Kondo et al. (2022);Experiment 4;Orientation
1;10;18;45;8;1;10;0.89251564303413;Kondo et al. (2022);Experiment 4;Orientation
1;63;65;-53;2;1;10;1.28200585499872;Kondo et al. (2022);Experiment 4;Orientation
1;55;63;8;8;1;10;0.99317696201615;Kondo et al. (2022);Experiment 4;Orientation
1;166;152;69;-14;1;10;0.928364144987427;Kondo et al. (2022);Experiment 4;Orientation
1;27;39;-41;12;1;10;0.873689455911517;Kondo et al. (2022);Experiment 4;Orientation
1;79;95;-52;16;1;10;1.12857297202572;Kondo et al. (2022);Experiment 4;Orientation
1;55;59;24;4;1;10;0.986409210017882;Kondo et al. (2022);Experiment 4;Orientation
1;114;124;-59;10;1;10;1.90569554502144;Kondo et al. (2022);Experiment 4;Orientation
1;132;134;-18;2;1;10;1.20143735897727;Kondo et al. (2022);Experiment 4;Orientation
1;170;156;-38;-14;1;10;0.806158913997933;Kondo et al. (2022);Experiment 4;Orientation
1;105;123;65;18;1;10;0.938280208036304;Kondo et al. (2022);Experiment 4;Orientation
1;61;46;44;-15;1;10;1.0005320450291;Kondo et al. (2022);Experiment 4;Orientation
1;142;146;-81;4;1;10;0.677150744944811;Kondo et al. (2022);Experiment 4;Orientation
1;134;125;8;-9;1;10;0.64977525093127;Kondo et al. (2022);Experiment 4;Orientation
1;46;37;88;-9;1;10;0.872144923079759;Kondo et al. (2022);Experiment 4;Orientation
1;104;126;-58;22;1;10;1.13726429303642;Kondo et al. (2022);Experiment 4;Orientation
1;40;20;64;-20;1;10;0.682422318030149;Kondo et al. (2022);Experiment 4;Orientation
1;1;179;39;-2;1;10;0.733516467036679;Kondo et al. (2022);Experiment 4;Orientation
1;6;1;-5;-5;1;10;0.783883113064803;Kondo et al. (2022);Experiment 4;Orientation
1;127;134;59;7;1;10;0.663358885911293;Kondo et al. (2022);Experiment 4;Orientation
1;22;34;-75;12;1;10;1.06383136706427;Kondo et al. (2022);Experiment 4;Orientation
1;166;157;36;-9;1;10;0.527697863057256;Kondo et al. (2022);Experiment 4;Orientation
1;40;23;-54;-17;1;10;1.17737917299382;Kondo et al. (2022);Experiment 4;Orientation
1;92;89;-52;-3;1;10;0.969654668937437;Kondo et al. (2022);Experiment 4;Orientation
1;87;99;5;12;1;10;0.739596402039751;Kondo et al. (2022);Experiment 4;Orientation
1;23;28;64;5;1;10;1.29962269996759;Kondo et al. (2022);Experiment 4;Orientation
1;1;4;22;3;1;10;0.907170195016079;Kondo et al. (2022);Experiment 4;Orientation
1;4;7;-3;3;1;10;0.977495611063205;Kondo et al. (2022);Experiment 4;Orientation
1;171;160;13;-11;1;10;1.2092981809983;Kondo et al. (2022);Experiment 4;Orientation
1;93;99;78;6;1;10;0.707834842032753;Kondo et al. (2022);Experiment 4;Orientation
1;148;145;-55;-3;1;10;0.857087881071493;Kondo et al. (2022);Experiment 4;Orientation
1;53;37;-85;-16;1;10;0.75121219700668;Kondo et al. (2022);Experiment 4;Orientation
1;116;127;-63;11;1;10;1.09269930305891;Kondo et al. (2022);Experiment 4;Orientation
2;14;26;NaN;12;1;1;3.34872454404831;Kondo et al. (2022);Experiment 4;Orientation
2;104;89;-90;-15;1;1;2.29005063790828;Kondo et al. (2022);Experiment 4;Orientation
2;86;54;18;-32;1;1;1.87593205494341;Kondo et al. (2022);Experiment 4;Orientation
2;31;50;55;19;1;1;2.05855122499634;Kondo et al. (2022);Experiment 4;Orientation
2;64;66;-33;2;1;1;1.54621150204912;Kondo et al. (2022);Experiment 4;Orientation
2;167;155;77;-12;1;1;2.84218031202909;Kondo et al. (2022);Experiment 4;Orientation
2;75;66;-88;-9;1;1;3.06877834699117;Kondo et al. (2022);Experiment 4;Orientation
2;53;55;22;2;1;1;1.74752636102494;Kondo et al. (2022);Experiment 4;Orientation
2;10;179;43;-11;1;1;1.68165141995996;Kondo et al. (2022);Experiment 4;Orientation
2;103;100;87;-3;1;1;2.49358737794682;Kondo et al. (2022);Experiment 4;Orientation
2;26;39;77;13;1;1;1.75898833596148;Kondo et al. (2022);Experiment 4;Orientation
2;47;83;-21;36;1;1;2.49183547205757;Kondo et al. (2022);Experiment 4;Orientation
2;37;10;10;-27;1;1;1.0529368390562;Kondo et al. (2022);Experiment 4;Orientation
2;124;137;-87;13;1;1;1.64793838199694;Kondo et al. (2022);Experiment 4;Orientation
2;77;72;47;-5;1;1;3.73770586494356;Kondo et al. (2022);Experiment 4;Orientation
2;94;93;-17;-1;1;1;2.2413207340287;Kondo et al. (2022);Experiment 4;Orientation
2;105;118;-11;13;1;1;1.90138601209037;Kondo et al. (2022);Experiment 4;Orientation
2;102;102;3;0;1;1;2.87841952394228;Kondo et al. (2022);Experiment 4;Orientation
2;62;67;40;5;1;1;1.24908389605116;Kondo et al. (2022);Experiment 4;Orientation
2;127;131;-65;4;1;1;2.01201954402495;Kondo et al. (2022);Experiment 4;Orientation
2;138;20;-11;62;1;1;0.996399890049361;Kondo et al. (2022);Experiment 4;Orientation
2;109;119;29;10;1;1;3.19354047090746;Kondo et al. (2022);Experiment 4;Orientation
2;131;146;-22;15;1;1;1.91956947010476;Kondo et al. (2022);Experiment 4;Orientation
2;154;152;-23;-2;1;1;1.70011395006441;Kondo et al. (2022);Experiment 4;Orientation
2;68;76;86;8;1;1;2.30866887304001;Kondo et al. (2022);Experiment 4;Orientation
2;5;7;63;2;1;1;3.18540206807666;Kondo et al. (2022);Experiment 4;Orientation
2;84;79;-79;-5;1;1;2.07250654697418;Kondo et al. (2022);Experiment 4;Orientation
2;12;13;72;1;1;1;1.57495097396895;Kondo et al. (2022);Experiment 4;Orientation
2;65;70;-53;5;1;1;2.07266997708939;Kondo et al. (2022);Experiment 4;Orientation
2;113;93;-48;-20;1;1;1.37560371600557;Kondo et al. (2022);Experiment 4;Orientation
2;42;53;71;11;1;1;0.776755109080113;Kondo et al. (2022);Experiment 4;Orientation
2;73;83;-31;10;1;1;1.92111999704503;Kondo et al. (2022);Experiment 4;Orientation
2;76;66;-3;-10;1;1;1.68555954098701;Kondo et al. (2022);Experiment 4;Orientation
2;106;95;-30;-11;1;1;1.32875724800397;Kondo et al. (2022);Experiment 4;Orientation
2;71;68;35;-3;1;1;2.33895474602468;Kondo et al. (2022);Experiment 4;Orientation
2;96;82;-25;-14;1;1;1.53830391308293;Kondo et al. (2022);Experiment 4;Orientation
2;109;107;-13;-2;1;1;0.811700909980573;Kondo et al. (2022);Experiment 4;Orientation
2;52;75;57;23;1;1;2.11668521200772;Kondo et al. (2022);Experiment 4;Orientation
2;129;112;-77;-17;1;1;1.91267382598016;Kondo et al. (2022);Experiment 4;Orientation
2;114;116;15;2;1;1;2.09472419600934;Kondo et al. (2022);Experiment 4;Orientation
2;1;177;-67;-4;1;1;1.18524678400718;Kondo et al. (2022);Experiment 4;Orientation
2;47;31;-46;-16;1;1;1.40894406393636;Kondo et al. (2022);Experiment 4;Orientation
2;113;139;-66;26;1;1;1.85087005305104;Kondo et al. (2022);Experiment 4;Orientation
2;8;14;-75;6;1;1;1.49375840299763;Kondo et al. (2022);Experiment 4;Orientation
2;36;33;-28;-3;1;1;2.19087917997967;Kondo et al. (2022);Experiment 4;Orientation
2;45;45;-9;0;1;1;2.30143577803392;Kondo et al. (2022);Experiment 4;Orientation
2;132;114;-87;-18;1;1;2.55582971696276;Kondo et al. (2022);Experiment 4;Orientation
2;63;47;69;-16;1;1;1.21041106304619;Kondo et al. (2022);Experiment 4;Orientation
2;2;157;61;-25;1;1;1.15637950203381;Kondo et al. (2022);Experiment 4;Orientation
2;26;42;-24;16;1;1;1.51560220099054;Kondo et al. (2022);Experiment 4;Orientation
2;63;41;-37;-22;1;2;1.78483759402297;Kondo et al. (2022);Experiment 4;Orientation
2;0;179;63;-1;1;2;1.92032776901033;Kondo et al. (2022);Experiment 4;Orientation
2;175;0;5;5;1;2;2.2044965759851;Kondo et al. (2022);Experiment 4;Orientation
2;118;122;57;4;1;2;1.40824526897632;Kondo et al. (2022);Experiment 4;Orientation
2;147;130;-29;-17;1;2;1.55392824800219;Kondo et al. (2022);Experiment 4;Orientation
2;89;92;58;3;1;2;2.01572762208525;Kondo et al. (2022);Experiment 4;Orientation
2;129;126;-40;-3;1;2;2.43436780804768;Kondo et al. (2022);Experiment 4;Orientation
2;92;87;37;-5;1;2;2.16878612095024;Kondo et al. (2022);Experiment 4;Orientation
2;64;58;28;-6;1;2;1.66605772695038;Kondo et al. (2022);Experiment 4;Orientation
2;156;125;88;-31;1;2;1.17810833395924;Kondo et al. (2022);Experiment 4;Orientation
2;170;0;-14;10;1;2;1.22582161496393;Kondo et al. (2022);Experiment 4;Orientation
2;43;27;-53;-16;1;2;1.61741868208628;Kondo et al. (2022);Experiment 4;Orientation
2;74;52;-31;-22;1;2;1.46667840098962;Kondo et al. (2022);Experiment 4;Orientation
2;28;33;46;5;1;2;1.79189674404915;Kondo et al. (2022);Experiment 4;Orientation
2;98;110;-70;12;1;2;2.14254146593157;Kondo et al. (2022);Experiment 4;Orientation
2;107;107;-9;0;1;2;1.29497339797672;Kondo et al. (2022);Experiment 4;Orientation
2;96;82;11;-14;1;2;1.12049073900562;Kondo et al. (2022);Experiment 4;Orientation
2;10;35;86;25;1;2;2.28389524808154;Kondo et al. (2022);Experiment 4;Orientation
2;173;134;17;-39;1;2;1.56803040101659;Kondo et al. (2022);Experiment 4;Orientation
2;61;24;-68;-37;1;2;1.0502588939853;Kondo et al. (2022);Experiment 4;Orientation
2;96;95;-35;-1;1;2;2.74894945998676;Kondo et al. (2022);Experiment 4;Orientation
2;86;3;10;-83;1;2;2.59384912298992;Kondo et al. (2022);Experiment 4;Orientation
2;47;48;39;1;1;2;0.536203489988111;Kondo et al. (2022);Experiment 4;Orientation
2;162;133;65;-29;1;2;2.19515564199537;Kondo et al. (2022);Experiment 4;Orientation
2;125;131;37;6;1;2;1.77633461903315;Kondo et al. (2022);Experiment 4;Orientation
2;23;6;-78;-17;1;2;1.05873951211106;Kondo et al. (2022);Experiment 4;Orientation
2;65;22;-42;-43;1;2;1.73055366799235;Kondo et al. (2022);Experiment 4;Orientation
2;163;140;82;-23;1;2;1.75629661302082;Kondo et al. (2022);Experiment 4;Orientation
2;90;95;73;5;1;2;3.10603043995798;Kondo et al. (2022);Experiment 4;Orientation
2;105;93;-15;-12;1;2;1.834150016075;Kondo et al. (2022);Experiment 4;Orientation
2;155;123;-50;-32;1;2;2.20037415402476;Kondo et al. (2022);Experiment 4;Orientation
2;89;82;66;-7;1;2;1.95700406597462;Kondo et al. (2022);Experiment 4;Orientation
2;142;117;-53;-25;1;2;2.77795981103554;Kondo et al. (2022);Experiment 4;Orientation
2;108;94;34;-14;1;2;1.77744501794223;Kondo et al. (2022);Experiment 4;Orientation
2;42;71;66;29;1;2;1.5698297820054;Kondo et al. (2022);Experiment 4;Orientation
2;76;57;-34;-19;1;2;2.61198845598847;Kondo et al. (2022);Experiment 4;Orientation
2;150;135;-74;-15;1;2;2.02112613501959;Kondo et al. (2022);Experiment 4;Orientation
2;74;70;76;-4;1;2;2.39855787996203;Kondo et al. (2022);Experiment 4;Orientation
2;176;162;78;-14;1;2;1.08119886298664;Kondo et al. (2022);Experiment 4;Orientation
2;47;44;-51;-3;1;2;1.42188663897105;Kondo et al. (2022);Experiment 4;Orientation
2;174;3;53;9;1;2;1.30216028902214;Kondo et al. (2022);Experiment 4;Orientation
2;101;113;73;12;1;2;2.91818751697429;Kondo et al. (2022);Experiment 4;Orientation
2;170;136;-69;-34;1;2;1.56989486701787;Kondo et al. (2022);Experiment 4;Orientation
2;170;144;0;-26;1;2;1.06809130392503;Kondo et al. (2022);Experiment 4;Orientation
2;16;9;-26;-7;1;2;1.6424064260209;Kondo et al. (2022);Experiment 4;Orientation
2;8;179;8;-9;1;2;1.30167654796969;Kondo et al. (2022);Experiment 4;Orientation
2;136;151;52;15;1;2;1.0943868579343;Kondo et al. (2022);Experiment 4;Orientation
2;122;100;14;-22;1;2;1.97620789799839;Kondo et al. (2022);Experiment 4;Orientation
2;139;144;-17;5;1;2;1.52991718403064;Kondo et al. (2022);Experiment 4;Orientation
2;176;163;-37;-13;1;2;2.43613430496771;Kondo et al. (2022);Experiment 4;Orientation
2;33;35;-37;2;1;3;1.21239828201942;Kondo et al. (2022);Experiment 4;Orientation
2;31;59;2;28;1;3;1.47732242697384;Kondo et al. (2022);Experiment 4;Orientation
2;27;27;4;0;1;3;1.62482959299814;Kondo et al. (2022);Experiment 4;Orientation
2;69;69;-42;0;1;3;2.02573652297724;Kondo et al. (2022);Experiment 4;Orientation
2;146;120;-77;-26;1;3;1.537355175009;Kondo et al. (2022);Experiment 4;Orientation
2;78;68;68;-10;1;3;1.62550754204858;Kondo et al. (2022);Experiment 4;Orientation
2;68;74;10;6;1;3;1.06586406507995;Kondo et al. (2022);Experiment 4;Orientation
2;173;138;75;-35;1;3;1.54584805690683;Kondo et al. (2022);Experiment 4;Orientation
2;76;68;-83;-8;1;3;3.46495595993474;Kondo et al. (2022);Experiment 4;Orientation
2;105;106;-29;1;1;3;2.35336049098987;Kondo et al. (2022);Experiment 4;Orientation
2;86;97;19;11;1;3;1.17587851302233;Kondo et al. (2022);Experiment 4;Orientation
2;129;105;-43;-24;1;3;1.57785670098383;Kondo et al. (2022);Experiment 4;Orientation
2;157;135;-28;-22;1;3;1.97694033500738;Kondo et al. (2022);Experiment 4;Orientation
2;68;82;89;14;1;3;2.25740290107206;Kondo et al. (2022);Experiment 4;Orientation
2;6;8;62;2;1;3;1.24055178405251;Kondo et al. (2022);Experiment 4;Orientation
2;76;80;-70;4;1;3;1.89394909306429;Kondo et al. (2022);Experiment 4;Orientation
2;124;86;-48;-38;1;3;1.03825856093317;Kondo et al. (2022);Experiment 4;Orientation
2;70;84;54;14;1;3;1.89886095502879;Kondo et al. (2022);Experiment 4;Orientation
2;155;135;-85;-20;1;3;1.69952156196814;Kondo et al. (2022);Experiment 4;Orientation
2;2;1;-27;-1;1;3;1.34636596997734;Kondo et al. (2022);Experiment 4;Orientation
2;167;159;15;-8;1;3;0.657244672998786;Kondo et al. (2022);Experiment 4;Orientation
2;141;165;26;24;1;3;2.54567914397921;Kondo et al. (2022);Experiment 4;Orientation
2;133;146;8;13;1;3;1.01681874203496;Kondo et al. (2022);Experiment 4;Orientation
2;153;146;-20;-7;1;3;1.37751261901576;Kondo et al. (2022);Experiment 4;Orientation
2;135;143;18;8;1;3;3.47352610598318;Kondo et al. (2022);Experiment 4;Orientation
2;6;19;-51;13;1;3;1.36662300804164;Kondo et al. (2022);Experiment 4;Orientation
2;85;74;-79;-11;1;3;2.66544240294024;Kondo et al. (2022);Experiment 4;Orientation
2;6;17;79;11;1;3;1.61754814803135;Kondo et al. (2022);Experiment 4;Orientation
2;73;63;-67;-10;1;3;2.00025027710944;Kondo et al. (2022);Experiment 4;Orientation
2;133;106;-60;-27;1;3;1.59753609402105;Kondo et al. (2022);Experiment 4;Orientation
2;90;87;43;-3;1;3;2.29705080296844;Kondo et al. (2022);Experiment 4;Orientation
2;91;83;-1;-8;1;3;3.35335895698518;Kondo et al. (2022);Experiment 4;Orientation
