obs;theta;resp;error;rt;block;delta;trial;cond;study;experiment;stimulus;expnum
12;42;72.5;30.5;1.0386520742486;2;47;8386;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;72;NaN;NaN;2.00873508519544;2;-30;8387;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;155;148.5;-6.5;2.03682996618591;2;-83;8388;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;99;101;2;2.03086723216256;2;56;8389;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;100;103.5;3.5;1.84168547705394;2;-1;8390;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;20;NaN;NaN;2.00870840017251;2;80;8391;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;92;102.5;10.5;2.40713323120144;2;-72;8392;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;89;NaN;NaN;2.00874090116122;2;3;8393;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;31;60.5;29.5;2.03756448853164;2;58;8394;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;93;NaN;NaN;2.00870566324738;2;-62;8395;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;126;131.5;5.5;1.13952385340053;2;-33;8396;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;1;NaN;NaN;2.0087179794109;2;-55;8397;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;9;11;2;1.47719475728354;2;-8;8398;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;157;NaN;NaN;2.00873748000504;2;32;8399;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;91;167;76;1.77796780185326;2;66;8400;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;41;51;10;2.61584533971836;3;NaN;8401;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;38;44.5;6.5;2.45099998284331;3;3;8402;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;160;NaN;NaN;2.0087603978709;3;58;8403;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;138;148;10;2.18378027479139;3;22;8404;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;76;NaN;NaN;2.00870223820766;3;62;8405;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;171;154.5;-16.5;1.15157966363586;3;85;8406;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;113;NaN;NaN;2.00870429090082;3;58;8407;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;177;162.5;-14.5;1.64864841656981;3;-64;8408;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;71;NaN;NaN;2.00870223820766;3;-74;8409;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;158;150.5;-7.5;2.38181564134084;3;-87;8410;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;165;NaN;NaN;2.00874534478135;3;-7;8411;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;15;23;8;1.42181546344091;3;-30;8412;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;64;NaN;NaN;2.00872892322877;3;-49;8413;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;113;107;-6;1.95639754177955;3;-49;8414;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;86;NaN;NaN;2.00872379149405;3;27;8415;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;110;108;-2;1.90133505093127;3;-24;8416;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;60;65;5;1.66116266568679;3;50;8417;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;73;35.5;-37.5;2.75144459636977;3;-13;8418;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;114;NaN;NaN;2.00869300108388;3;-41;8419;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;132;144;12;1.67950348679187;3;-18;8420;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;128;127.5;-0.5;2.54421555540102;3;4;8421;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;59;45.5;-13.5;1.51847545657165;3;69;8422;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;136;133.5;-2.5;2.02123359310826;3;-77;8423;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;135;138;3;1.83245519237607;3;1;8424;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;173;13;20;1.50661054299599;3;-38;8425;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;93;90.5;-2.5;1.45037049000985;3;80;8426;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;83;NaN;NaN;2.00874192362517;3;10;8427;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;119;128;9;0.863863805753681;3;-36;8428;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;44;39.5;-4.5;2.28105710247655;3;75;8429;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;46;43;-3;1.81768400617875;3;-2;8430;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;137;128;-9;1.148775341484;3;89;8431;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;39;51.5;12.5;1.13880985411288;3;-82;8432;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;130;NaN;NaN;2.00871626494973;3;89;8433;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;78;71;-7;1.77243955084668;3;52;8434;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;16;11;-5;2.39349410187515;3;62;8435;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;165;155;-10;1.08615106796606;3;31;8436;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;149;NaN;NaN;2.00866289490477;3;16;8437;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;55;45.5;-9.5;1.27334376256476;3;-86;8438;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;31;49;18;1.02640398723906;3;24;8439;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;162;135;-27;1.62926756382603;3;49;8440;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;105;NaN;NaN;2.00871865975842;3;57;8441;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;112;109;-3;1.38016869650255;3;-7;8442;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;139;130.5;-8.5;1.25644359054877;3;-27;8443;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;44;41;-3;2.24999505227333;3;-85;8444;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;68;NaN;NaN;2.00876655595312;3;-24;8445;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;31;27;-4;1.0789994819861;3;37;8446;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;172;NaN;NaN;2.00875116074803;3;39;8447;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;169;155.5;-13.5;1.25921643806032;3;3;8448;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;21;NaN;NaN;2.00872173879998;3;-32;8449;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;134;137.5;3.5;2.10417132668772;3;67;8450;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;65;175;-70;2.70244336885844;3;NaN;8451;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;71;57;-14;2.49440111894182;3;-6;8452;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;98;104.5;6.5;1.82982808614088;3;-27;8453;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;132;135.5;3.5;2.16044764393519;3;-34;8454;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;43;37.5;-5.5;1.21381768856099;3;89;8455;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;41;48;7;2.00927767676512;3;2;8456;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;89;NaN;NaN;2.00872413361049;3;-48;8457;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;50;50;0;2.43999651652757;3;39;8458;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;158;150;-8;1.25044082899149;3;72;8459;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;152;152.5;0.5;2.14033295307763;3;6;8460;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;15;NaN;NaN;2.00872652841917;3;-43;8461;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;10;7;-3;2.5654592279725;3;5;8462;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;17;NaN;NaN;2.00875492401974;3;-7;8463;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;111;134.5;23.5;1.29386112356678;3;86;8464;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;69;NaN;NaN;2.00872379149405;3;42;8465;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;91;93;2;2.70528908700726;3;-22;8466;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;154;114;-40;1.17702622722118;3;-63;8467;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;28;43;15;2.18973787708001;3;-54;8468;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;152;NaN;NaN;2.00872310726299;3;56;8469;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;126;130;4;1.68543166713334;3;26;8470;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;131;NaN;NaN;2.00870976475107;3;-5;8471;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;31;41.5;10.5;1.52119664461588;3;-80;8472;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;24;32.5;8.5;2.14425736193698;3;7;8473;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;85;89.5;4.5;1.89432886411123;3;-61;8474;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;8;5;-3;1.71033871430609;3;77;8475;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;84;84;0;0.917847948007875;3;-76;8476;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;132;NaN;NaN;2.00876245056497;3;-48;8477;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;9;179;-10;1.44027807772454;3;-57;8478;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;101;NaN;NaN;2.00871831764289;3;88;8479;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;171;163.5;-7.5;3.10976183886214;3;-70;8480;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;90;NaN;NaN;2.00870258032319;3;81;8481;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;82;85;3;1.01638102443576;3;8;8482;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;0;NaN;NaN;2.00872139668445;3;82;8483;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;10;11;1;1.80689299369351;3;-10;8484;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;170;NaN;NaN;2.00872618630365;3;20;8485;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;3;7;4;3.14974079190597;3;-13;8486;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;167;NaN;NaN;2.00872858111325;3;16;8487;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;115;135;20;2.85445938808243;3;52;8488;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;21;25;4;1.74423348226264;3;-86;8489;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;111;145.5;34.5;2.07824853808961;3;-90;8490;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;116;NaN;NaN;2.00869197473639;3;-5;8491;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;75;58.5;-16.5;1.7784317068199;3;41;8492;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;153;140;-13;1.54288917294616;3;-78;8493;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;106;118;12;2.05298261157805;3;47;8494;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;81;NaN;NaN;2.00873029169179;3;25;8495;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;71;48;-23;1.28223090134179;3;10;8496;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;86;82.5;-3.5;1.95462093510196;3;-15;8497;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;106;103;-3;1.61621242983256;3;-20;8498;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;162;NaN;NaN;2.00871215956158;3;-56;8499;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;22;39.5;17.5;1.5986697645867;3;-40;8500;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;99;113;14;1.83562455194897;3;NaN;8501;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;135;126.5;-8.5;1.52624695614577;3;-36;8502;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;53;NaN;NaN;2.00870942263646;3;82;8503;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;137;42;85;1.36031059239849;3;-84;8504;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;87;104;17;8.34167794662517;3;50;8505;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;86;96.5;10.5;1.70682552848393;3;1;8506;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;48;NaN;NaN;2.01226810984281;3;38;8507;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;32;21.5;-10.5;2.11741872968742;3;16;8508;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;47;23.5;-23.5;1.78059558843597;3;-15;8509;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;176;157;-19;2.18514805324321;3;51;8510;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;26;NaN;NaN;2.00868513242403;3;-30;8511;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;94;103.5;9.5;1.41763480994541;3;-68;8512;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;156;162.5;6.5;2.4120347185326;3;-62;8513;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;57;52;-5;1.19930206277058;3;-81;8514;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;126;NaN;NaN;2.00871694918078;3;-69;8515;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;173;165;-8;1.43058799346818;3;-47;8516;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;53;NaN;NaN;2.00871250167711;3;-60;8517;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;8;176;-12;1.43703516328242;3;45;8518;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;39;NaN;NaN;2.00872037033787;3;-31;8519;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;112;116;4;1.45042214947625;3;-73;8520;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;163;162.5;-0.5;1.45242523672732;3;-51;8521;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;21;18;-3;1.71018442013883;3;-38;8522;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;82;66;-16;1.1014179797703;3;-61;8523;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;123;128;5;0.8775265371778;3;-41;8524;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;0;NaN;NaN;2.00874466055029;3;-57;8525;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;67;60.5;-6.5;1.29761823786157;3;-67;8526;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;122;NaN;NaN;2.00871763341274;3;-55;8527;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;131;123;-8;1.05309277282413;3;-9;8528;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;54;NaN;NaN;2.0086776058788;3;77;8529;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;174;166;-8;1.97810512319938;3;60;8530;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;174;170;-4;2.15095051291792;3;0;8531;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;14;19;5;1.99664060812211;3;-20;8532;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;139;NaN;NaN;2.00870702782595;3;55;8533;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;34;41.5;7.5;2.38803906750582;3;-75;8534;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;177;166.5;-10.5;1.80822416576939;3;37;8535;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;147;142;-5;0.931868532423323;3;30;8536;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;74;NaN;NaN;2.0086991591661;3;73;8537;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;86;79;-7;1.2141991475346;3;-12;8538;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;22;29;7;2.84093042388577;3;64;8539;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;126;140;14;1.39483519530404;3;76;8540;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;21;NaN;NaN;2.00870668571042;3;-75;8541;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;147;139;-8;1.21832266771253;3;54;8542;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;131;NaN;NaN;2.00872515995707;3;16;8543;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;21;12;-9;2.69682514531451;3;-70;8544;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;65;55.5;-9.5;2.27271700665642;3;-44;8545;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;64;56.5;-7.5;1.24172919555349;3;1;8546;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;165;NaN;NaN;2.00872926534521;3;79;8547;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;138;116.5;-21.5;1.19124387026295;3;27;8548;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;74;NaN;NaN;2.00871113321409;3;64;8549;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;113;118;5;1.57484585562906;3;-39;8550;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;147;6.5;39.5;2.96503014649807;3;NaN;8551;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;87;86.5;-0.5;2.26640120925913;3;60;8552;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;127;NaN;NaN;2.00871900187485;3;-40;8553;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;3;3.5;0.5;0.990643662530601;3;-56;8554;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;133;NaN;NaN;2.00872858111325;3;50;8555;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;80;56.5;-23.5;1.40629880719735;3;53;8556;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;58;40;-18;2.20208585798264;3;22;8557;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;36;45.5;9.5;1.56588550409833;3;22;8558;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;2;NaN;NaN;2.00871763341274;3;34;8559;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;153;142.5;-10.5;2.2860362539468;3;29;8560;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;108;NaN;NaN;2.00871729129631;3;45;8561;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;131;135.5;4.5;1.82593412557708;3;-23;8562;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;167;163.5;-3.5;1.88483036463094;3;-36;8563;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;26;39.5;13.5;1.78087612328636;3;-39;8564;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;105;NaN;NaN;2.00872994957717;3;-79;8565;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;48;61;13;1.14101342114645;3;57;8566;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;151;NaN;NaN;2.00868034280393;3;77;8567;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;10;15;5;0.958664742329347;3;-39;8568;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;60;52.5;-7.5;2.26808407624321;3;-50;8569;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;95;88;-7;2.02096434807481;3;-35;8570;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;6;NaN;NaN;2.00872105456892;3;89;8571;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;83;83;0;1.62759735512191;3;-77;8572;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;0;NaN;NaN;2.00873781823702;3;83;8573;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;102;94.5;-7.5;2.21749885317786;3;78;8574;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;52;63.5;11.5;2.67709841362739;3;50;8575;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;173;164;-9;1.29310265312506;3;59;8576;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;14;40.5;26.5;1.62120492381473;3;-21;8577;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;44;49;5;1.1442744677197;3;-30;8578;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;23;NaN;NaN;2.00871968610591;3;21;8579;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;73;70;-3;1.36176663669266;3;-50;8580;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;76;76;0;1.62389087394513;3;-3;8581;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;130;109;-21;0.986041522528467;3;-54;8582;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;83;67.5;-15.5;2.83867622373145;3;47;8583;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;22;29.5;7.5;1.50545521837648;3;61;8584;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;79;NaN;NaN;2.0087374761215;3;-57;8585;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;131;131;0;0.931974246165737;3;-52;8586;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;125;NaN;NaN;2.00871592283329;3;6;8587;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;121;139.5;18.5;1.92596156325453;3;4;8588;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;120;NaN;NaN;2.00869505377796;3;1;8589;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;120;120.5;0.5;1.31981196565084;3;0;8590;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;133;NaN;NaN;2.0087063435958;3;-13;8591;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;123;134.5;11.5;1.65058034376125;3;10;8592;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;21;29;8;2.63607566567225;3;-78;8593;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;90;81.5;-8.5;1.35077719711899;3;-69;8594;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;49;NaN;NaN;2.00871865975932;3;41;8595;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;36;42.5;6.5;2.06349479979144;3;13;8596;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;95;74;-21;2.22493439516438;3;-59;8597;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;110;106;-4;1.38770242568626;3;-15;8598;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;117;NaN;NaN;2.00869300108388;3;-7;8599;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;120;143;23;2.00348360576663;3;-3;8600;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;147;127;-20;0.744073376132292;4;NaN;8601;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;163;158;-5;2.85426541250035;4;-16;8602;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;95;NaN;NaN;2.0087316641584;4;68;8603;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;46;39;-7;2.2671278669477;4;49;8604;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;78;NaN;NaN;2.00872003222503;4;-32;8605;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;54;59;5;1.78394627331909;4;24;8606;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;54;NaN;NaN;2.00873337473695;4;0;8607;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;130;126;-4;0.999439802542838;4;-76;8608;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;109;NaN;NaN;2.00870874240809;4;21;8609;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;47;54.5;7.5;1.71060283160659;4;62;8610;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;77;NaN;NaN;2.00874329609087;4;-30;8611;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;157;155;-2;2.04152071426688;4;-80;8612;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;145;144;-1;1.45147689609166;4;12;8613;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;119;137;18;0.933483664508458;4;26;8614;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;168;166;-2;1.93174366420772;4;-49;8615;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;59;59;0;1.00241244560493;4;-71;8616;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;31;48;17;2.4861968470459;4;28;8617;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;2;169;-13;2.93455209174772;4;29;8618;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;89;NaN;NaN;2.00873132204288;4;-87;8619;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;35;61.5;26.5;1.06417356128532;4;54;8620;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;128;NaN;NaN;2.00871866376292;4;87;8621;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;74;80;6;0.557111609611638;4;54;8622;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;44;144;-80;2.33842887810533;4;30;8623;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;105;122.5;17.5;1.52877827399698;4;-61;8624;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;170;160;-10;1.85572077256347;4;-65;8625;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;72;71.5;-0.5;1.05738872330494;4;-82;8626;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;97;NaN;NaN;2.00873782223971;4;-25;8627;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;10;12;2;1.35024829029589;4;87;8628;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;37;49;12;2.5078500320742;4;-27;8629;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;132;124.5;-7.5;1.1633522099828;4;85;8630;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;99;NaN;NaN;2.00867795199792;4;33;8631;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;177;7;10;1.28419738622051;4;-78;8632;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;75;NaN;NaN;2.00872755877026;4;-78;8633;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;109;115;6;2.03198697687276;4;-34;8634;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;152;141.5;-10.5;1.00224720373626;4;-43;8635;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;57;66.5;9.5;0.974206377019982;4;-85;8636;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;20;65.5;45.5;3.01888907842022;4;37;8637;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;46;50.5;4.5;2.30994193255447;4;-26;8638;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;74;NaN;NaN;2.00871763741634;4;-28;8639;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;110;120;10;1.43242344804457;4;-36;8640;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;140;NaN;NaN;2.0087388485872;4;-30;8641;1;Pascucci et al. (2024);Experiment 1;Orientation;1
12;66;84.5;18.5;1.23835525481263;4;74;8642;1;Pascucci et al. (2024);Experiment 1;Orientation;1
