obs;theta;resp;delta;error;cond;block;rt;study;experiment;stimulus
5;33;16;53;-17;1;2;2.12294674606528;Kondo et al. (2022);Experiment 2;Orientation
5;145;143;68;-2;1;2;1.46714404807426;Kondo et al. (2022);Experiment 2;Orientation
5;82;72;63;-10;1;2;2.10059410100803;Kondo et al. (2022);Experiment 2;Orientation
5;162;163;-80;1;1;2;1.87677733006421;Kondo et al. (2022);Experiment 2;Orientation
5;111;103;51;-8;1;2;1.68551778304391;Kondo et al. (2022);Experiment 2;Orientation
5;5;4;-74;-1;1;2;3.49613190302625;Kondo et al. (2022);Experiment 2;Orientation
5;69;83;-64;14;1;2;1.63153866899665;Kondo et al. (2022);Experiment 2;Orientation
5;59;47;10;-12;1;2;1.9541169279255;Kondo et al. (2022);Experiment 2;Orientation
5;177;178;62;1;1;2;2.2416126630269;Kondo et al. (2022);Experiment 2;Orientation
5;124;120;53;-4;1;2;2.32293175696395;Kondo et al. (2022);Experiment 2;Orientation
5;74;67;50;-7;1;2;1.69931641698349;Kondo et al. (2022);Experiment 2;Orientation
5;91;102;-17;11;1;2;2.235961351078;Kondo et al. (2022);Experiment 2;Orientation
5;9;15;82;6;1;2;1.73488837096374;Kondo et al. (2022);Experiment 2;Orientation
5;133;162;56;29;1;2;3.66132426005788;Kondo et al. (2022);Experiment 2;Orientation
5;17;14;-64;-3;1;2;3.06412511202507;Kondo et al. (2022);Experiment 2;Orientation
5;119;115;78;-4;1;2;1.40910415898543;Kondo et al. (2022);Experiment 2;Orientation
5;54;40;65;-14;1;2;1.40587086405139;Kondo et al. (2022);Experiment 2;Orientation
5;22;20;32;-2;1;2;0.736733314930461;Kondo et al. (2022);Experiment 2;Orientation
5;170;167;32;-3;1;2;0.472217126050964;Kondo et al. (2022);Experiment 2;Orientation
5;172;179;-2;7;1;3;1.25070518499706;Kondo et al. (2022);Experiment 2;Orientation
5;111;119;61;8;1;3;2.14091346797068;Kondo et al. (2022);Experiment 2;Orientation
5;121;118;-10;-3;1;3;2.43566808197647;Kondo et al. (2022);Experiment 2;Orientation
5;127;138;-6;11;1;3;1.95154230296612;Kondo et al. (2022);Experiment 2;Orientation
5;142;170;-15;28;1;3;2.27748968394008;Kondo et al. (2022);Experiment 2;Orientation
5;76;75;66;-1;1;3;1.39913556305692;Kondo et al. (2022);Experiment 2;Orientation
5;55;54;21;-1;1;3;1.91452457301784;Kondo et al. (2022);Experiment 2;Orientation
5;62;62;-7;0;1;3;1.53002303896938;Kondo et al. (2022);Experiment 2;Orientation
5;76;62;-14;-14;1;3;1.78545683098491;Kondo et al. (2022);Experiment 2;Orientation
5;110;110;-34;0;1;3;0.782792404061183;Kondo et al. (2022);Experiment 2;Orientation
5;5;4;-75;-1;1;3;2.8199530208949;Kondo et al. (2022);Experiment 2;Orientation
5;151;175;34;24;1;3;2.8949691480957;Kondo et al. (2022);Experiment 2;Orientation
5;49;47;-78;-2;1;3;1.47089706396218;Kondo et al. (2022);Experiment 2;Orientation
5;90;91;-41;1;1;3;1.94392028497532;Kondo et al. (2022);Experiment 2;Orientation
5;98;99;-8;1;1;3;4.33458594698459;Kondo et al. (2022);Experiment 2;Orientation
5;149;169;-51;20;1;3;2.49428526498377;Kondo et al. (2022);Experiment 2;Orientation
5;169;171;-20;2;1;3;1.13414846197702;Kondo et al. (2022);Experiment 2;Orientation
5;29;7;-40;-22;1;3;3.09428217692766;Kondo et al. (2022);Experiment 2;Orientation
5;68;78;-39;10;1;3;1.6142651909031;Kondo et al. (2022);Experiment 2;Orientation
5;62;72;6;10;1;3;1.14658112602774;Kondo et al. (2022);Experiment 2;Orientation
5;78;81;-16;3;1;3;1.86437420395669;Kondo et al. (2022);Experiment 2;Orientation
5;125;133;-47;8;1;3;1.05887460790109;Kondo et al. (2022);Experiment 2;Orientation
5;109;120;16;11;1;3;2.82803261396475;Kondo et al. (2022);Experiment 2;Orientation
5;121;120;-12;-1;1;3;1.80036559596192;Kondo et al. (2022);Experiment 2;Orientation
5;16;5;-75;-11;1;3;2.18891623697709;Kondo et al. (2022);Experiment 2;Orientation
5;169;171;27;2;1;3;1.83314683602657;Kondo et al. (2022);Experiment 2;Orientation
5;179;179;-10;0;1;3;7.10836964810733;Kondo et al. (2022);Experiment 2;Orientation
5;179;0;0;1;1;3;2.06096443801653;Kondo et al. (2022);Experiment 2;Orientation
5;36;28;-37;-8;1;3;2.13460082106758;Kondo et al. (2022);Experiment 2;Orientation
5;27;40;9;13;1;3;1.5168038669508;Kondo et al. (2022);Experiment 2;Orientation
5;152;169;55;17;1;3;1.15677908004727;Kondo et al. (2022);Experiment 2;Orientation
5;72;76;80;4;1;3;2.78675486391876;Kondo et al. (2022);Experiment 2;Orientation
5;149;172;-77;23;1;3;1.90360643004533;Kondo et al. (2022);Experiment 2;Orientation
5;120;126;29;6;1;3;1.4967066179961;Kondo et al. (2022);Experiment 2;Orientation
5;155;165;-35;10;1;3;2.26486253808253;Kondo et al. (2022);Experiment 2;Orientation
5;150;167;5;17;1;3;1.56280718406197;Kondo et al. (2022);Experiment 2;Orientation
5;64;74;86;10;1;3;2.10462184902281;Kondo et al. (2022);Experiment 2;Orientation
5;95;96;-31;1;1;3;2.95218164892867;Kondo et al. (2022);Experiment 2;Orientation
5;172;169;-77;-3;1;3;2.11974252993241;Kondo et al. (2022);Experiment 2;Orientation
5;131;127;41;-4;1;3;2.26267720293254;Kondo et al. (2022);Experiment 2;Orientation
5;60;78;71;18;1;3;2.41652394097764;Kondo et al. (2022);Experiment 2;Orientation
5;171;173;69;2;1;3;1.97302758903243;Kondo et al. (2022);Experiment 2;Orientation
5;90;96;81;6;1;3;3.78565394901671;Kondo et al. (2022);Experiment 2;Orientation
5;26;9;64;-17;1;3;2.41534709604457;Kondo et al. (2022);Experiment 2;Orientation
5;54;60;-28;6;1;3;1.61895765503868;Kondo et al. (2022);Experiment 2;Orientation
5;78;79;-24;1;1;3;3.16620885010343;Kondo et al. (2022);Experiment 2;Orientation
5;29;18;49;-11;1;3;1.21905204409268;Kondo et al. (2022);Experiment 2;Orientation
5;144;165;65;21;1;3;3.72712700895499;Kondo et al. (2022);Experiment 2;Orientation
5;87;84;57;-3;1;3;3.13415569299832;Kondo et al. (2022);Experiment 2;Orientation
5;100;111;-13;11;1;3;1.93278497795109;Kondo et al. (2022);Experiment 2;Orientation
5;31;15;69;-16;1;4;1.79618186003063;Kondo et al. (2022);Experiment 2;Orientation
5;81;81;-50;0;1;4;3.32147699897178;Kondo et al. (2022);Experiment 2;Orientation
5;63;75;18;12;1;4;2.12081038102042;Kondo et al. (2022);Experiment 2;Orientation
5;44;17;19;-27;1;4;1.33616716403048;Kondo et al. (2022);Experiment 2;Orientation
5;62;64;-18;2;1;4;2.16732119303197;Kondo et al. (2022);Experiment 2;Orientation
5;59;55;3;-4;1;4;2.41245362802874;Kondo et al. (2022);Experiment 2;Orientation
5;83;85;-24;2;1;4;2.80838773900177;Kondo et al. (2022);Experiment 2;Orientation
5;170;169;-87;-1;1;4;1.74802888801787;Kondo et al. (2022);Experiment 2;Orientation
5;97;98;73;1;1;4;1.1793008960085;Kondo et al. (2022);Experiment 2;Orientation
5;121;150;-24;29;1;4;3.21634557005018;Kondo et al. (2022);Experiment 2;Orientation
5;162;166;-41;4;1;4;2.35652599995956;Kondo et al. (2022);Experiment 2;Orientation
5;119;128;43;9;1;4;1.94583664601669;Kondo et al. (2022);Experiment 2;Orientation
5;58;36;61;-22;1;4;2.90401689591818;Kondo et al. (2022);Experiment 2;Orientation
5;127;139;-69;12;1;4;2.36227987706661;Kondo et al. (2022);Experiment 2;Orientation
5;34;20;-87;-14;1;4;2.03186855500098;Kondo et al. (2022);Experiment 2;Orientation
5;141;156;73;15;1;4;1.0434045951115;Kondo et al. (2022);Experiment 2;Orientation
5;53;53;88;0;1;4;1.82872374902945;Kondo et al. (2022);Experiment 2;Orientation
5;19;3;34;-16;1;4;2.2885336939944;Kondo et al. (2022);Experiment 2;Orientation
5;92;93;-73;1;1;4;3.94493752194103;Kondo et al. (2022);Experiment 2;Orientation
5;126;135;-34;9;1;4;2.24689740897156;Kondo et al. (2022);Experiment 2;Orientation
5;120;111;6;-9;1;4;1.60963290999644;Kondo et al. (2022);Experiment 2;Orientation
5;178;1;-58;3;1;4;1.55780567601323;Kondo et al. (2022);Experiment 2;Orientation
5;115;111;63;-4;1;4;1.70724682195578;Kondo et al. (2022);Experiment 2;Orientation
5;159;170;-44;11;1;4;4.69218727899715;Kondo et al. (2022);Experiment 2;Orientation
5;7;5;-28;-2;1;4;5.04485385399312;Kondo et al. (2022);Experiment 2;Orientation
5;157;169;30;12;1;4;2.1589865119895;Kondo et al. (2022);Experiment 2;Orientation
5;77;75;80;-2;1;4;1.24494596594013;Kondo et al. (2022);Experiment 2;Orientation
5;112;111;-35;-1;1;4;1.81505730003119;Kondo et al. (2022);Experiment 2;Orientation
5;41;12;71;-29;1;4;1.61103017500136;Kondo et al. (2022);Experiment 2;Orientation
5;168;176;53;8;1;4;1.33546602900606;Kondo et al. (2022);Experiment 2;Orientation
5;51;70;-63;19;1;4;1.57443856901955;Kondo et al. (2022);Experiment 2;Orientation
5;90;75;-39;-15;1;4;3.45961484801956;Kondo et al. (2022);Experiment 2;Orientation
5;132;117;-42;-15;1;4;1.76539097295608;Kondo et al. (2022);Experiment 2;Orientation
5;63;69;69;6;1;4;2.29971520695835;Kondo et al. (2022);Experiment 2;Orientation
5;156;162;87;6;1;4;1.41974526597187;Kondo et al. (2022);Experiment 2;Orientation
5;165;164;-9;-1;1;4;1.08760491595604;Kondo et al. (2022);Experiment 2;Orientation
5;6;15;-21;9;1;4;2.22427780204453;Kondo et al. (2022);Experiment 2;Orientation
5;21;12;-15;-9;1;4;1.57332279207185;Kondo et al. (2022);Experiment 2;Orientation
5;161;166;40;5;1;4;2.19270193798002;Kondo et al. (2022);Experiment 2;Orientation
5;16;12;-35;-4;1;4;2.50887691706885;Kondo et al. (2022);Experiment 2;Orientation
5;43;15;-27;-28;1;4;1.80552814807743;Kondo et al. (2022);Experiment 2;Orientation
5;89;85;-46;-4;1;4;2.474657411105;Kondo et al. (2022);Experiment 2;Orientation
5;28;23;61;-5;1;4;1.1307681449689;Kondo et al. (2022);Experiment 2;Orientation
5;50;23;-22;-27;1;4;1.54688365000766;Kondo et al. (2022);Experiment 2;Orientation
5;173;174;57;1;1;4;3.08007830893621;Kondo et al. (2022);Experiment 2;Orientation
5;114;107;59;-7;1;4;2.04216003103647;Kondo et al. (2022);Experiment 2;Orientation
5;157;160;-43;3;1;4;1.30909121502191;Kondo et al. (2022);Experiment 2;Orientation
5;12;12;-35;0;1;4;1.1414256549906;Kondo et al. (2022);Experiment 2;Orientation
5;18;5;-6;-13;1;4;1.74610387498979;Kondo et al. (2022);Experiment 2;Orientation
5;103;105;-85;2;1;4;2.2579593550181;Kondo et al. (2022);Experiment 2;Orientation
5;175;177;-72;2;1;5;1.47905214503407;Kondo et al. (2022);Experiment 2;Orientation
5;59;66;-64;7;1;5;1.76854629698209;Kondo et al. (2022);Experiment 2;Orientation
5;137;157;-78;20;1;5;1.04597467195708;Kondo et al. (2022);Experiment 2;Orientation
5;106;123;31;17;1;5;0.464849452022463;Kondo et al. (2022);Experiment 2;Orientation
5;174;174;-68;0;1;5;1.58653083292302;Kondo et al. (2022);Experiment 2;Orientation
5;42;41;-48;-1;1;5;1.41539723100141;Kondo et al. (2022);Experiment 2;Orientation
5;170;175;52;5;1;5;1.88283169595525;Kondo et al. (2022);Experiment 2;Orientation
5;121;115;49;-6;1;5;1.3231966359308;Kondo et al. (2022);Experiment 2;Orientation
5;30;20;-89;-10;1;5;1.75612860301044;Kondo et al. (2022);Experiment 2;Orientation
5;32;7;-2;-25;1;5;2.2094131069025;Kondo et al. (2022);Experiment 2;Orientation
5;77;83;-45;6;1;5;1.61335670901462;Kondo et al. (2022);Experiment 2;Orientation
5;151;174;-74;23;1;5;1.54471817694139;Kondo et al. (2022);Experiment 2;Orientation
5;110;97;41;-13;1;5;2.65520187700167;Kondo et al. (2022);Experiment 2;Orientation
5;9;5;-79;-4;1;5;1.19352305703796;Kondo et al. (2022);Experiment 2;Orientation
5;175;177;14;2;1;5;1.38194456207566;Kondo et al. (2022);Experiment 2;Orientation
5;102;109;73;7;1;5;1.14712544390932;Kondo et al. (2022);Experiment 2;Orientation
5;75;79;27;4;1;5;2.37806077708956;Kondo et al. (2022);Experiment 2;Orientation
5;114;134;-39;20;1;5;2.61506272503175;Kondo et al. (2022);Experiment 2;Orientation
5;32;12;82;-20;1;5;1.18013907503337;Kondo et al. (2022);Experiment 2;Orientation
5;55;40;-23;-15;1;5;2.29614063794725;Kondo et al. (2022);Experiment 2;Orientation
5;4;5;51;1;1;5;3.52841943805106;Kondo et al. (2022);Experiment 2;Orientation
5;153;171;31;18;1;5;2.59248415997718;Kondo et al. (2022);Experiment 2;Orientation
5;108;109;45;1;1;5;1.74131993704941;Kondo et al. (2022);Experiment 2;Orientation
5;96;94;12;-2;1;5;1.41144296398852;Kondo et al. (2022);Experiment 2;Orientation
5;108;110;-12;2;1;5;1.59973485104274;Kondo et al. (2022);Experiment 2;Orientation
5;178;178;-70;0;1;5;1.89951816597022;Kondo et al. (2022);Experiment 2;Orientation
5;26;14;-28;-12;1;5;3.35644635406788;Kondo et al. (2022);Experiment 2;Orientation
5;127;161;79;34;1;5;1.89776659698691;Kondo et al. (2022);Experiment 2;Orientation
5;98;98;29;0;1;5;1.03468309098389;Kondo et al. (2022);Experiment 2;Orientation
5;159;155;-61;-4;1;5;2.23727564001456;Kondo et al. (2022);Experiment 2;Orientation
5;165;163;-6;-2;1;5;1.8165965579683;Kondo et al. (2022);Experiment 2;Orientation
5;123;106;42;-17;1;5;0.828296685940586;Kondo et al. (2022);Experiment 2;Orientation
5;101;108;22;7;1;5;1.03974088199902;Kondo et al. (2022);Experiment 2;Orientation
5;17;22;84;5;1;5;1.45063715102151;Kondo et al. (2022);Experiment 2;Orientation
5;13;17;4;4;1;5;2.58068292192183;Kondo et al. (2022);Experiment 2;Orientation
5;0;0;13;0;1;5;4.00139958399814;Kondo et al. (2022);Experiment 2;Orientation
5;108;114;72;6;1;5;1.12642775592394;Kondo et al. (2022);Experiment 2;Orientation
5;24;13;84;-11;1;5;1.54176036606077;Kondo et al. (2022);Experiment 2;Orientation
5;156;165;48;9;1;5;3.01156301400624;Kondo et al. (2022);Experiment 2;Orientation
5;59;63;-83;4;1;5;2.43134807201568;Kondo et al. (2022);Experiment 2;Orientation
5;155;170;84;15;1;5;1.98681295407005;Kondo et al. (2022);Experiment 2;Orientation
5;168;171;-13;3;1;5;2.44041501008905;Kondo et al. (2022);Experiment 2;Orientation
5;42;39;-54;-3;1;5;1.53073938610032;Kondo et al. (2022);Experiment 2;Orientation
5;157;165;65;8;1;5;0.9852634499548;Kondo et al. (2022);Experiment 2;Orientation
5;71;76;86;5;1;5;1.78231861698441;Kondo et al. (2022);Experiment 2;Orientation
5;47;52;24;5;1;5;1.77116454497445;Kondo et al. (2022);Experiment 2;Orientation
5;71;70;-24;-1;1;5;1.15284692705609;Kondo et al. (2022);Experiment 2;Orientation
5;5;5;66;0;1;5;2.32778377796058;Kondo et al. (2022);Experiment 2;Orientation
5;177;1;8;4;1;5;5.92712702800054;Kondo et al. (2022);Experiment 2;Orientation
5;174;174;3;0;1;5;2.47068825701717;Kondo et al. (2022);Experiment 2;Orientation
5;164;163;10;-1;1;6;1.83966929698363;Kondo et al. (2022);Experiment 2;Orientation
5;173;173;-9;0;1;6;4.65759389696177;Kondo et al. (2022);Experiment 2;Orientation
5;51;40;-58;-11;1;6;2.05293391703162;Kondo et al. (2022);Experiment 2;Orientation
5;82;80;-31;-2;1;6;1.12578372796997;Kondo et al. (2022);Experiment 2;Orientation
5;174;6;88;12;1;6;3.27807963301893;Kondo et al. (2022);Experiment 2;Orientation
5;172;177;2;5;1;6;1.66405130003113;Kondo et al. (2022);Experiment 2;Orientation
5;173;175;-1;2;1;6;1.7608423049096;Kondo et al. (2022);Experiment 2;Orientation
5;153;157;20;4;1;6;2.49510892294347;Kondo et al. (2022);Experiment 2;Orientation
5;115;139;38;24;1;6;1.56673234305345;Kondo et al. (2022);Experiment 2;Orientation
5;104;116;11;12;1;6;1.99777658702806;Kondo et al. (2022);Experiment 2;Orientation
5;39;28;65;-11;1;6;1.60220533795655;Kondo et al. (2022);Experiment 2;Orientation
5;74;65;-35;-9;1;6;3.28531374607701;Kondo et al. (2022);Experiment 2;Orientation
5;66;68;8;2;1;6;1.64695882995147;Kondo et al. (2022);Experiment 2;Orientation
5;173;175;73;2;1;6;2.88875279494096;Kondo et al. (2022);Experiment 2;Orientation
5;112;123;61;11;1;6;1.95355063606985;Kondo et al. (2022);Experiment 2;Orientation
5;73;51;39;-22;1;6;1.49677967897151;Kondo et al. (2022);Experiment 2;Orientation
5;74;63;-1;-11;1;6;1.3925722129643;Kondo et al. (2022);Experiment 2;Orientation
5;18;11;56;-7;1;6;2.16507702693343;Kondo et al. (2022);Experiment 2;Orientation
5;95;98;-77;3;1;6;1.88259531301446;Kondo et al. (2022);Experiment 2;Orientation
5;128;123;-33;-5;1;6;1.29254305898212;Kondo et al. (2022);Experiment 2;Orientation
5;57;68;71;11;1;6;2.87670676596463;Kondo et al. (2022);Experiment 2;Orientation
5;108;114;-51;6;1;6;0.990497951046564;Kondo et al. (2022);Experiment 2;Orientation
5;117;108;-9;-9;1;6;0.947161709074862;Kondo et al. (2022);Experiment 2;Orientation
5;178;0;-61;2;1;6;1.49008698004764;Kondo et al. (2022);Experiment 2;Orientation
5;168;172;10;4;1;6;2.17879996798001;Kondo et al. (2022);Experiment 2;Orientation
5;11;8;-23;-3;1;6;1.0151099289069;Kondo et al. (2022);Experiment 2;Orientation
5;107;107;84;0;1;6;0.707206527935341;Kondo et al. (2022);Experiment 2;Orientation
5;131;141;-24;10;1;6;2.41866898606531;Kondo et al. (2022);Experiment 2;Orientation
5;9;10;-58;1;1;6;0.943007927970029;Kondo et al. (2022);Experiment 2;Orientation
5;125;161;64;36;1;6;2.29338784993161;Kondo et al. (2022);Experiment 2;Orientation
5;126;160;-1;34;1;6;2.07867217098828;Kondo et al. (2022);Experiment 2;Orientation
5;54;44;72;-10;1;6;1.35911161603872;Kondo et al. (2022);Experiment 2;Orientation
5;39;32;15;-7;1;6;1.85346297000069;Kondo et al. (2022);Experiment 2;Orientation
5;107;128;-68;21;1;6;1.02388486999553;Kondo et al. (2022);Experiment 2;Orientation
5;33;17;74;-16;1;6;1.03475629794411;Kondo et al. (2022);Experiment 2;Orientation
5;147;169;66;22;1;6;1.69380054203793;Kondo et al. (2022);Experiment 2;Orientation
5;153;163;-6;10;1;6;1.52642912103329;Kondo et al. (2022);Experiment 2;Orientation
5;17;14;-44;-3;1;6;1.74222175590694;Kondo et al. (2022);Experiment 2;Orientation
5;33;11;-16;-22;1;6;0.764515549992211;Kondo et al. (2022);Experiment 2;Orientation
5;58;68;-25;10;1;6;1.49020023096818;Kondo et al. (2022);Experiment 2;Orientation
5;127;133;-69;6;1;6;1.81910900992807;Kondo et al. (2022);Experiment 2;Orientation
5;98;100;29;2;1;6;2.5981625810964;Kondo et al. (2022);Experiment 2;Orientation
5;58;56;40;-2;1;6;2.05158510094043;Kondo et al. (2022);Experiment 2;Orientation
5;60;48;-2;-12;1;6;1.42983873689082;Kondo et al. (2022);Experiment 2;Orientation
5;96;101;-36;5;1;6;2.40809809509665;Kondo et al. (2022);Experiment 2;Orientation
5;158;162;-62;4;1;6;1.62055163900368;Kondo et al. (2022);Experiment 2;Orientation
5;108;107;50;-1;1;6;2.29731719300617;Kondo et al. (2022);Experiment 2;Orientation
5;79;79;29;0;1;6;3.15308896498755;Kondo et al. (2022);Experiment 2;Orientation
5;43;13;36;-30;1;6;1.51172339404002;Kondo et al. (2022);Experiment 2;Orientation
5;140;169;83;29;1;6;2.4474631450139;Kondo et al. (2022);Experiment 2;Orientation
5;85;8;55;-77;1;7;4.15262700198218;Kondo et al. (2022);Experiment 2;Orientation
5;17;18;68;1;1;7;1.1034351370763;Kondo et al. (2022);Experiment 2;Orientation
5;132;126;65;-6;1;7;0.463169273920357;Kondo et al. (2022);Experiment 2;Orientation
5;111;111;21;0;1;7;2.56170272291638;Kondo et al. (2022);Experiment 2;Orientation
5;144;158;-33;14;1;7;1.3277110530762;Kondo et al. (2022);Experiment 2;Orientation
5;49;48;-85;-1;1;7;1.49405302200466;Kondo et al. (2022);Experiment 2;Orientation
5;169;176;60;7;1;7;1.10337617702316;Kondo et al. (2022);Experiment 2;Orientation
5;101;103;68;2;1;7;1.58366694697179;Kondo et al. (2022);Experiment 2;Orientation
5;96;107;5;11;1;7;2.25203266390599;Kondo et al. (2022);Experiment 2;Orientation
5;57;51;39;-6;1;7;2.98328930593561;Kondo et al. (2022);Experiment 2;Orientation
5;69;70;-12;1;1;7;0.707586552016437;Kondo et al. (2022);Experiment 2;Orientation
5;92;91;-23;-1;1;7;1.54861934389919;Kondo et al. (2022);Experiment 2;Orientation
5;95;94;-3;-1;1;7;2.00224877591245;Kondo et al. (2022);Experiment 2;Orientation
5;42;24;53;-18;1;7;2.4704195719678;Kondo et al. (2022);Experiment 2;Orientation
5;79;81;-37;2;1;7;3.1917628570227;Kondo et al. (2022);Experiment 2;Orientation
5;68;75;11;7;1;7;1.22148907999508;Kondo et al. (2022);Experiment 2;Orientation
5;150;175;-82;25;1;7;3.35201117303222;Kondo et al. (2022);Experiment 2;Orientation
5;56;20;-86;-36;1;7;1.57430224400014;Kondo et al. (2022);Experiment 2;Orientation
5;13;5;43;-8;1;7;1.52350006904453;Kondo et al. (2022);Experiment 2;Orientation
5;50;3;-37;-47;1;7;2.34801076294389;Kondo et al. (2022);Experiment 2;Orientation
5;94;100;-44;6;1;7;1.77809574594721;Kondo et al. (2022);Experiment 2;Orientation
5;163;170;-69;7;1;7;1.60634004801977;Kondo et al. (2022);Experiment 2;Orientation
5;60;77;-77;17;1;7;2.17879610497039;Kondo et al. (2022);Experiment 2;Orientation
5;152;168;88;16;1;7;0.808547690976411;Kondo et al. (2022);Experiment 2;Orientation
5;83;82;69;-1;1;7;1.10051495104562;Kondo et al. (2022);Experiment 2;Orientation
5;144;161;-61;17;1;7;0.772346970043145;Kondo et al. (2022);Experiment 2;Orientation
5;9;5;-45;-4;1;7;1.69775244302582;Kondo et al. (2022);Experiment 2;Orientation
5;169;171;20;2;1;7;3.17788804299198;Kondo et al. (2022);Experiment 2;Orientation
5;25;11;-36;-14;1;7;1.85587146796752;Kondo et al. (2022);Experiment 2;Orientation
5;147;148;58;1;1;7;1.61833660595585;Kondo et al. (2022);Experiment 2;Orientation
5;137;158;10;21;1;7;0.581009172950871;Kondo et al. (2022);Experiment 2;Orientation
5;133;151;4;18;1;7;1.44301572395489;Kondo et al. (2022);Experiment 2;Orientation
5;45;55;88;10;1;7;1.9092283770442;Kondo et al. (2022);Experiment 2;Orientation
5;112;116;-67;4;1;7;0.916885380982421;Kondo et al. (2022);Experiment 2;Orientation
5;138;128;-26;-10;1;7;1.29331035003997;Kondo et al. (2022);Experiment 2;Orientation
5;24;19;-66;-5;1;7;2.09303392097354;Kondo et al. (2022);Experiment 2;Orientation
5;62;59;-38;-3;1;7;0.862366065965034;Kondo et al. (2022);Experiment 2;Orientation
5;155;165;87;10;1;7;1.50405483494978;Kondo et al. (2022);Experiment 2;Orientation
5;66;67;89;1;1;7;2.00751502905041;Kondo et al. (2022);Experiment 2;Orientation
5;131;118;-65;-13;1;7;2.13944734295364;Kondo et al. (2022);Experiment 2;Orientation
5;170;175;-39;5;1;7;0.778481094981544;Kondo et al. (2022);Experiment 2;Orientation
5;88;93;82;5;1;7;2.16851575800683;Kondo et al. (2022);Experiment 2;Orientation
5;111;115;-23;4;1;7;0.973825121065602;Kondo et al. (2022);Experiment 2;Orientation
5;99;106;12;7;1;7;1.29979998292401;Kondo et al. (2022);Experiment 2;Orientation
5;104;107;-5;3;1;7;1.27619409689214;Kondo et al. (2022);Experiment 2;Orientation
5;97;110;7;13;1;7;1.1728263120167;Kondo et al. (2022);Experiment 2;Orientation
5;8;11;89;3;1;7;2.42599854501896;Kondo et al. (2022);Experiment 2;Orientation
5;56;50;-48;-6;1;7;0.676564577035606;Kondo et al. (2022);Experiment 2;Orientation
5;95;95;-39;0;1;7;2.27111695101485;Kondo et al. (2022);Experiment 2;Orientation
5;88;85;7;-3;1;7;2.77660271700006;Kondo et al. (2022);Experiment 2;Orientation
5;135;140;-47;5;1;8;1.22183674806729;Kondo et al. (2022);Experiment 2;Orientation
5;86;84;49;-2;1;8;2.39320610102732;Kondo et al. (2022);Experiment 2;Orientation
5;118;128;-32;10;1;8;2.42145419295412;Kondo et al. (2022);Experiment 2;Orientation
5;90;89;28;-1;1;8;2.66562027705368;Kondo et al. (2022);Experiment 2;Orientation
5;26;5;64;-21;1;8;2.60316660208628;Kondo et al. (2022);Experiment 2;Orientation
5;35;14;-9;-21;1;8;2.23070864402689;Kondo et al. (2022);Experiment 2;Orientation
5;75;71;-40;-4;1;8;1.52206226706039;Kondo et al. (2022);Experiment 2;Orientation
5;80;81;-5;1;1;8;0.681881061987951;Kondo et al. (2022);Experiment 2;Orientation
5;138;167;-58;29;1;8;2.80206980300136;Kondo et al. (2022);Experiment 2;Orientation
5;95;94;43;-1;1;8;1.99082613305654;Kondo et al. (2022);Experiment 2;Orientation
5;140;161;-45;21;1;8;1.62763011397328;Kondo et al. (2022);Experiment 2;Orientation
5;21;15;-61;-6;1;8;1.0061816519592;Kondo et al. (2022);Experiment 2;Orientation
5;109;129;-88;20;1;8;1.69006726704538;Kondo et al. (2022);Experiment 2;Orientation
5;79;80;30;1;1;8;1.67555222602095;Kondo et al. (2022);Experiment 2;Orientation
5;70;79;9;9;1;8;1.69989168399479;Kondo et al. (2022);Experiment 2;Orientation
5;73;73;-3;0;1;8;0.845314061036333;Kondo et al. (2022);Experiment 2;Orientation
5;39;8;34;-31;1;8;1.34408885601442;Kondo et al. (2022);Experiment 2;Orientation
5;51;69;-12;18;1;8;1.96644489897881;Kondo et al. (2022);Experiment 2;Orientation
5;106;122;-55;16;1;8;0.59638039697893;Kondo et al. (2022);Experiment 2;Orientation
5;155;172;-49;17;1;8;1.74493458401412;Kondo et al. (2022);Experiment 2;Orientation
5;106;117;49;11;1;8;1.39916911895853;Kondo et al. (2022);Experiment 2;Orientation
5;64;79;42;15;1;8;1.96414468099829;Kondo et al. (2022);Experiment 2;Orientation
5;1;3;63;2;1;8;1.26576805894729;Kondo et al. (2022);Experiment 2;Orientation
5;90;100;-89;10;1;8;2.29942332999781;Kondo et al. (2022);Experiment 2;Orientation
5;66;106;24;40;1;8;5.44367128098384;Kondo et al. (2022);Experiment 2;Orientation
5;160;167;86;7;1;8;2.44623890204821;Kondo et al. (2022);Experiment 2;Orientation
5;139;138;21;-1;1;8;2.1773200170137;Kondo et al. (2022);Experiment 2;Orientation
5;172;172;-33;0;1;8;1.83807073405478;Kondo et al. (2022);Experiment 2;Orientation
5;80;75;-88;-5;1;8;1.5612873909995;Kondo et al. (2022);Experiment 2;Orientation
5;112;123;-32;11;1;8;1.61606221902184;Kondo et al. (2022);Experiment 2;Orientation
5;42;18;70;-24;1;8;1.79456828103866;Kondo et al. (2022);Experiment 2;Orientation
5;73;75;-31;2;1;8;2.07901311304886;Kondo et al. (2022);Experiment 2;Orientation
5;119;125;-46;6;1;8;1.4168046329869;Kondo et al. (2022);Experiment 2;Orientation
5;124;123;-5;-1;1;8;1.35693390702363;Kondo et al. (2022);Experiment 2;Orientation
5;137;138;-13;1;1;8;1.36987251997925;Kondo et al. (2022);Experiment 2;Orientation
