obs;theta;resp;delta;error;cond;block;rt;study;experiment;stimulus
5;45;68;51;23;1;9;1.26355356513523;Kondo et al. (2022);Experiment 1;Orientation
5;103;107;-58;4;1;9;1.54307484999299;Kondo et al. (2022);Experiment 1;Orientation
5;25;11;78;-14;1;9;0.726969454903156;Kondo et al. (2022);Experiment 1;Orientation
5;88;91;-63;3;1;9;1.22519302321598;Kondo et al. (2022);Experiment 1;Orientation
5;90;91;-2;1;1;9;1.48996442905627;Kondo et al. (2022);Experiment 1;Orientation
5;58;32;32;-26;1;9;0.498750007944182;Kondo et al. (2022);Experiment 1;Orientation
5;171;152;67;-19;1;9;0.979697030968964;Kondo et al. (2022);Experiment 1;Orientation
5;69;52;-78;-17;1;9;1.18130295793526;Kondo et al. (2022);Experiment 1;Orientation
5;4;162;65;-22;1;9;0.571280380012468;Kondo et al. (2022);Experiment 1;Orientation
5;36;32;-32;-4;1;9;1.22244424303062;Kondo et al. (2022);Experiment 1;Orientation
5;117;113;-81;-4;1;9;1.88529853709042;Kondo et al. (2022);Experiment 1;Orientation
5;130;116;-13;-14;1;9;0.91282557300292;Kondo et al. (2022);Experiment 1;Orientation
5;0;8;-50;8;1;9;0.910868065897375;Kondo et al. (2022);Experiment 1;Orientation
5;116;110;64;-6;1;9;1.20494905905798;Kondo et al. (2022);Experiment 1;Orientation
5;87;71;29;-16;1;9;0.63342491700314;Kondo et al. (2022);Experiment 1;Orientation
5;131;135;-44;4;1;9;0.495262510841712;Kondo et al. (2022);Experiment 1;Orientation
5;148;158;-17;10;1;9;0.785268906969577;Kondo et al. (2022);Experiment 1;Orientation
5;30;56;-62;26;1;9;0.449535200838;Kondo et al. (2022);Experiment 1;Orientation
5;167;143;43;-24;1;9;0.690970283001661;Kondo et al. (2022);Experiment 1;Orientation
5;3;171;-16;-12;1;9;1.31120738387108;Kondo et al. (2022);Experiment 1;Orientation
5;90;79;-87;-11;1;9;0.586646873038262;Kondo et al. (2022);Experiment 1;Orientation
5;40;33;50;-7;1;9;0.45670244586654;Kondo et al. (2022);Experiment 1;Orientation
5;79;57;-39;-22;1;9;1.03356828493997;Kondo et al. (2022);Experiment 1;Orientation
5;4;165;75;-19;1;9;1.26296381116845;Kondo et al. (2022);Experiment 1;Orientation
5;59;56;-55;-3;1;9;0.703387988964096;Kondo et al. (2022);Experiment 1;Orientation
5;24;46;35;22;1;9;1.0792210008949;Kondo et al. (2022);Experiment 1;Orientation
5;17;20;7;3;1;9;0.50728586409241;Kondo et al. (2022);Experiment 1;Orientation
5;79;49;-62;-30;1;9;1.88958309893496;Kondo et al. (2022);Experiment 1;Orientation
5;65;47;14;-18;1;9;1.04334822017699;Kondo et al. (2022);Experiment 1;Orientation
5;126;105;-61;-21;1;9;0.75921014812775;Kondo et al. (2022);Experiment 1;Orientation
5;144;138;-18;-6;1;9;0.555240113986656;Kondo et al. (2022);Experiment 1;Orientation
5;174;168;-30;-6;1;9;1.00063072494231;Kondo et al. (2022);Experiment 1;Orientation
5;115;108;59;-7;1;9;1.37332574510947;Kondo et al. (2022);Experiment 1;Orientation
5;90;101;25;11;1;9;0.582017740001902;Kondo et al. (2022);Experiment 1;Orientation
5;138;137;-48;-1;1;9;0.790995676070452;Kondo et al. (2022);Experiment 1;Orientation
5;51;62;87;11;1;9;0.791660509072244;Kondo et al. (2022);Experiment 1;Orientation
5;109;108;-58;-1;1;9;0.778674247208983;Kondo et al. (2022);Experiment 1;Orientation
5;156;165;-47;9;1;9;0.819701709086075;Kondo et al. (2022);Experiment 1;Orientation
5;41;35;-65;-6;1;9;0.98677971586585;Kondo et al. (2022);Experiment 1;Orientation
5;172;154;49;-18;1;9;0.616354746976867;Kondo et al. (2022);Experiment 1;Orientation
5;4;25;-12;21;1;9;1.19462814601138;Kondo et al. (2022);Experiment 1;Orientation
5;142;128;42;-14;1;9;0.552134629106149;Kondo et al. (2022);Experiment 1;Orientation
5;143;136;-1;-7;1;10;0.687142485985532;Kondo et al. (2022);Experiment 1;Orientation
5;55;39;88;-16;1;10;0.889529904117808;Kondo et al. (2022);Experiment 1;Orientation
5;175;156;60;-19;1;10;0.618726325919852;Kondo et al. (2022);Experiment 1;Orientation
5;101;98;74;-3;1;10;1.01923616603017;Kondo et al. (2022);Experiment 1;Orientation
5;70;76;31;6;1;10;1.14080376108177;Kondo et al. (2022);Experiment 1;Orientation
5;154;138;-84;-16;1;10;0.626792673021555;Kondo et al. (2022);Experiment 1;Orientation
5;89;101;65;12;1;10;1.38491025590338;Kondo et al. (2022);Experiment 1;Orientation
5;71;63;18;-8;1;10;0.960325143067166;Kondo et al. (2022);Experiment 1;Orientation
5;98;113;-27;15;1;10;1.06126744789071;Kondo et al. (2022);Experiment 1;Orientation
5;134;124;-36;-10;1;10;1.34030440403149;Kondo et al. (2022);Experiment 1;Orientation
5;171;156;-37;-15;1;10;0.70047330413945;Kondo et al. (2022);Experiment 1;Orientation
5;88;56;83;-32;1;10;1.68468581303023;Kondo et al. (2022);Experiment 1;Orientation
5;128;123;-40;-5;1;10;1.1364301929716;Kondo et al. (2022);Experiment 1;Orientation
5;10;29;-62;19;1;10;0.959643122041598;Kondo et al. (2022);Experiment 1;Orientation
5;82;78;-72;-4;1;10;0.523945580935106;Kondo et al. (2022);Experiment 1;Orientation
5;65;49;17;-16;1;10;0.543929077219218;Kondo et al. (2022);Experiment 1;Orientation
5;6;31;59;25;1;10;0.976291308179498;Kondo et al. (2022);Experiment 1;Orientation
5;28;19;-22;-9;1;10;0.799739414826035;Kondo et al. (2022);Experiment 1;Orientation
5;36;44;-8;8;1;10;1.32440132414922;Kondo et al. (2022);Experiment 1;Orientation
5;69;50;-33;-19;1;10;0.752304644091055;Kondo et al. (2022);Experiment 1;Orientation
5;17;52;52;35;1;10;0.887184661114588;Kondo et al. (2022);Experiment 1;Orientation
5;172;152;25;-20;1;10;1.51394498092122;Kondo et al. (2022);Experiment 1;Orientation
5;30;34;-38;4;1;10;0.736358470050618;Kondo et al. (2022);Experiment 1;Orientation
5;91;101;-61;10;1;10;0.697274280013517;Kondo et al. (2022);Experiment 1;Orientation
5;120;112;-29;-8;1;10;0.826489008031785;Kondo et al. (2022);Experiment 1;Orientation
5;148;132;-28;-16;1;10;0.995239689014852;Kondo et al. (2022);Experiment 1;Orientation
5;35;39;-67;4;1;10;0.679986812872812;Kondo et al. (2022);Experiment 1;Orientation
5;125;127;-90;2;1;10;0.779710744973272;Kondo et al. (2022);Experiment 1;Orientation
5;147;133;-22;-14;1;10;0.732643736992031;Kondo et al. (2022);Experiment 1;Orientation
5;83;65;64;-18;1;10;0.741543512791395;Kondo et al. (2022);Experiment 1;Orientation
5;100;116;-17;16;1;10;1.02244390989654;Kondo et al. (2022);Experiment 1;Orientation
5;54;55;46;1;1;10;0.990511109121144;Kondo et al. (2022);Experiment 1;Orientation
5;45;42;9;-3;1;10;0.812608656007797;Kondo et al. (2022);Experiment 1;Orientation
5;111;114;-66;3;1;10;0.589920789003372;Kondo et al. (2022);Experiment 1;Orientation
5;133;146;-22;13;1;10;0.548536028945819;Kondo et al. (2022);Experiment 1;Orientation
5;114;106;19;-8;1;10;0.945866088150069;Kondo et al. (2022);Experiment 1;Orientation
5;27;36;87;9;1;10;0.873996319016442;Kondo et al. (2022);Experiment 1;Orientation
5;139;141;68;2;1;10;1.04014179320075;Kondo et al. (2022);Experiment 1;Orientation
5;112;101;27;-11;1;10;0.780117020010948;Kondo et al. (2022);Experiment 1;Orientation
5;115;105;-3;-10;1;10;0.532271119067445;Kondo et al. (2022);Experiment 1;Orientation
5;130;117;-15;-13;1;10;0.734147876035422;Kondo et al. (2022);Experiment 1;Orientation
5;25;47;-75;22;1;10;0.672605687053874;Kondo et al. (2022);Experiment 1;Orientation
5;177;177;28;0;1;10;0.494555963901803;Kondo et al. (2022);Experiment 1;Orientation
5;161;150;16;-11;1;10;1.30419922899455;Kondo et al. (2022);Experiment 1;Orientation
5;81;65;80;-16;1;10;0.903428765013814;Kondo et al. (2022);Experiment 1;Orientation
5;147;133;-66;-14;1;10;1.38327798899263;Kondo et al. (2022);Experiment 1;Orientation
5;16;39;-49;23;1;10;1.2608499052003;Kondo et al. (2022);Experiment 1;Orientation
5;155;148;41;-7;1;10;0.830912234028801;Kondo et al. (2022);Experiment 1;Orientation
5;65;75;90;10;1;10;1.42111751902848;Kondo et al. (2022);Experiment 1;Orientation
5;116;120;-51;4;1;10;0.749870393890887;Kondo et al. (2022);Experiment 1;Orientation
6;1;177;NaN;-4;1;1;1.95251684700088;Kondo et al. (2022);Experiment 1;Orientation
6;19;17;-18;-2;1;1;0.782968258999972;Kondo et al. (2022);Experiment 1;Orientation
6;24;20;-5;-4;1;1;1.37445468300029;Kondo et al. (2022);Experiment 1;Orientation
6;71;61;-47;-10;1;1;1.25717991300007;Kondo et al. (2022);Experiment 1;Orientation
6;39;35;32;-4;1;1;1.69720486799997;Kondo et al. (2022);Experiment 1;Orientation
6;40;43;-1;3;1;1;1.36941752799976;Kondo et al. (2022);Experiment 1;Orientation
6;43;50;-3;7;1;1;2.01014975599992;Kondo et al. (2022);Experiment 1;Orientation
6;135;128;88;-7;1;1;2.43678521999936;Kondo et al. (2022);Experiment 1;Orientation
6;18;21;-63;3;1;1;1.60053041799983;Kondo et al. (2022);Experiment 1;Orientation
6;50;32;-32;-18;1;1;3.14861346999987;Kondo et al. (2022);Experiment 1;Orientation
6;74;70;-24;-4;1;1;0.858604321999337;Kondo et al. (2022);Experiment 1;Orientation
6;124;140;-50;16;1;1;2.01799540399952;Kondo et al. (2022);Experiment 1;Orientation
6;61;54;63;-7;1;1;1.17000304399971;Kondo et al. (2022);Experiment 1;Orientation
6;91;109;-30;18;1;1;0.684404814000118;Kondo et al. (2022);Experiment 1;Orientation
6;37;38;54;1;1;1;1.44873910199931;Kondo et al. (2022);Experiment 1;Orientation
6;46;42;-9;-4;1;1;1.65848871100025;Kondo et al. (2022);Experiment 1;Orientation
6;169;162;57;-7;1;1;0.955211169999529;Kondo et al. (2022);Experiment 1;Orientation
6;99;124;70;25;1;1;1.40042756100047;Kondo et al. (2022);Experiment 1;Orientation
6;150;147;-51;-3;1;1;1.26794456000061;Kondo et al. (2022);Experiment 1;Orientation
6;59;65;-89;6;1;1;0.762104637999983;Kondo et al. (2022);Experiment 1;Orientation
6;84;75;-25;-9;1;1;1.41434353600016;Kondo et al. (2022);Experiment 1;Orientation
6;49;45;35;-4;1;1;0.567740274000244;Kondo et al. (2022);Experiment 1;Orientation
6;139;130;-90;-9;1;1;1.24137612100003;Kondo et al. (2022);Experiment 1;Orientation
6;15;22;-56;7;1;1;0.494062560999737;Kondo et al. (2022);Experiment 1;Orientation
6;6;6;9;0;1;1;1.28841686899978;Kondo et al. (2022);Experiment 1;Orientation
6;5;11;1;6;1;1;0.993836002000535;Kondo et al. (2022);Experiment 1;Orientation
6;137;136;48;-1;1;1;0.968071606999729;Kondo et al. (2022);Experiment 1;Orientation
6;85;76;52;-9;1;1;0.641988858000332;Kondo et al. (2022);Experiment 1;Orientation
6;82;76;3;-6;1;1;1.12691870399976;Kondo et al. (2022);Experiment 1;Orientation
6;40;39;42;-1;1;1;0.938955395999983;Kondo et al. (2022);Experiment 1;Orientation
6;107;119;-67;12;1;1;0.913742300999729;Kondo et al. (2022);Experiment 1;Orientation
6;156;147;-49;-9;1;1;1.10479432300053;Kondo et al. (2022);Experiment 1;Orientation
6;7;17;-31;10;1;1;0.695258605999697;Kondo et al. (2022);Experiment 1;Orientation
6;49;57;-42;8;1;1;1.16164148299958;Kondo et al. (2022);Experiment 1;Orientation
6;14;24;35;10;1;1;1.30203078399973;Kondo et al. (2022);Experiment 1;Orientation
6;178;174;16;-4;1;1;0.725497520000317;Kondo et al. (2022);Experiment 1;Orientation
6;128;126;50;-2;1;1;0.505950540000413;Kondo et al. (2022);Experiment 1;Orientation
6;74;50;54;-24;1;1;0.521726519999902;Kondo et al. (2022);Experiment 1;Orientation
6;32;44;42;12;1;1;1.02167103000011;Kondo et al. (2022);Experiment 1;Orientation
6;13;20;19;7;1;1;1.16642506900007;Kondo et al. (2022);Experiment 1;Orientation
6;90;109;-77;19;1;1;1.18589213300038;Kondo et al. (2022);Experiment 1;Orientation
6;172;160;-82;-12;1;1;0.569526440999653;Kondo et al. (2022);Experiment 1;Orientation
6;96;116;76;20;1;1;0.492638941000223;Kondo et al. (2022);Experiment 1;Orientation
6;153;138;-57;-15;1;1;1.41344057700007;Kondo et al. (2022);Experiment 1;Orientation
6;135;125;18;-10;1;1;1.10296590600046;Kondo et al. (2022);Experiment 1;Orientation
6;49;56;86;7;1;1;0.743881466999483;Kondo et al. (2022);Experiment 1;Orientation
6;46;50;3;4;1;1;0.91258432900031;Kondo et al. (2022);Experiment 1;Orientation
6;73;61;-27;-12;1;1;1.39772346800055;Kondo et al. (2022);Experiment 1;Orientation
6;19;35;54;16;1;1;0.737774748000447;Kondo et al. (2022);Experiment 1;Orientation
6;67;46;-48;-21;1;1;1.19395599900054;Kondo et al. (2022);Experiment 1;Orientation
6;39;59;28;20;1;2;0.791603821000535;Kondo et al. (2022);Experiment 1;Orientation
6;148;126;71;-22;1;2;0.91042250099963;Kondo et al. (2022);Experiment 1;Orientation
6;91;109;57;18;1;2;0.651582425000015;Kondo et al. (2022);Experiment 1;Orientation
6;20;23;71;3;1;2;1.28662397700009;Kondo et al. (2022);Experiment 1;Orientation
6;51;38;-31;-13;1;2;1.13830119100021;Kondo et al. (2022);Experiment 1;Orientation
6;130;133;-79;3;1;2;0.857140699999945;Kondo et al. (2022);Experiment 1;Orientation
6;17;35;-67;18;1;2;1.14552871600063;Kondo et al. (2022);Experiment 1;Orientation
6;148;139;49;-9;1;2;0.897617403999902;Kondo et al. (2022);Experiment 1;Orientation
6;49;52;-81;3;1;2;0.849461832999623;Kondo et al. (2022);Experiment 1;Orientation
6;138;134;-89;-4;1;2;1.08437347600011;Kondo et al. (2022);Experiment 1;Orientation
6;48;60;90;12;1;2;0.58313298199937;Kondo et al. (2022);Experiment 1;Orientation
6;11;19;37;8;1;2;1.21571422699981;Kondo et al. (2022);Experiment 1;Orientation
6;20;13;-9;-7;1;2;0.657154566999452;Kondo et al. (2022);Experiment 1;Orientation
6;170;149;30;-21;1;2;1.48173834799945;Kondo et al. (2022);Experiment 1;Orientation
6;11;19;-21;8;1;2;0.997550793999835;Kondo et al. (2022);Experiment 1;Orientation
6;125;116;66;-9;1;2;0.737357619999784;Kondo et al. (2022);Experiment 1;Orientation
6;28;39;-83;11;1;2;0.553989099000319;Kondo et al. (2022);Experiment 1;Orientation
6;140;135;68;-5;1;2;1.37628249099998;Kondo et al. (2022);Experiment 1;Orientation
6;96;115;44;19;1;2;1.08149263999985;Kondo et al. (2022);Experiment 1;Orientation
6;90;100;6;10;1;2;1.0061383229995;Kondo et al. (2022);Experiment 1;Orientation
6;39;43;51;4;1;2;1.40091054699951;Kondo et al. (2022);Experiment 1;Orientation
6;72;47;-33;-25;1;2;1.0784498740004;Kondo et al. (2022);Experiment 1;Orientation
6;152;155;-80;3;1;2;0.857767989999957;Kondo et al. (2022);Experiment 1;Orientation
6;34;33;-62;-1;1;2;1.48951735799983;Kondo et al. (2022);Experiment 1;Orientation
6;33;32;1;-1;1;2;0.755568473000494;Kondo et al. (2022);Experiment 1;Orientation
6;153;142;60;-11;1;2;1.01748971300003;Kondo et al. (2022);Experiment 1;Orientation
6;50;53;-77;3;1;2;0.928687417999754;Kondo et al. (2022);Experiment 1;Orientation
6;118;116;-68;-2;1;2;0.786700722000205;Kondo et al. (2022);Experiment 1;Orientation
6;106;111;12;5;1;2;0.63350716900004;Kondo et al. (2022);Experiment 1;Orientation
6;85;70;21;-15;1;2;0.918781784000203;Kondo et al. (2022);Experiment 1;Orientation
6;41;55;44;14;1;2;1.25904893300049;Kondo et al. (2022);Experiment 1;Orientation
6;178;176;43;-2;1;2;1.8190611910004;Kondo et al. (2022);Experiment 1;Orientation
6;22;33;-24;11;1;2;0.899072841999441;Kondo et al. (2022);Experiment 1;Orientation
6;25;26;-3;1;1;2;1.39546451200022;Kondo et al. (2022);Experiment 1;Orientation
6;177;164;28;-13;1;2;0.922423338999579;Kondo et al. (2022);Experiment 1;Orientation
6;15;13;-18;-2;1;2;1.22111613800007;Kondo et al. (2022);Experiment 1;Orientation
6;165;162;30;-3;1;2;1.10868345700055;Kondo et al. (2022);Experiment 1;Orientation
6;132;131;33;-1;1;2;0.843552399000146;Kondo et al. (2022);Experiment 1;Orientation
6;115;121;17;6;1;2;0.623081509000258;Kondo et al. (2022);Experiment 1;Orientation
6;63;65;52;2;1;2;0.66289329600022;Kondo et al. (2022);Experiment 1;Orientation
6;65;47;-2;-18;1;2;0.839131905000613;Kondo et al. (2022);Experiment 1;Orientation
6;132;120;-67;-12;1;2;0.995014783999977;Kondo et al. (2022);Experiment 1;Orientation
6;154;145;-22;-9;1;2;0.977377273999991;Kondo et al. (2022);Experiment 1;Orientation
6;24;35;-50;11;1;2;0.808850370000073;Kondo et al. (2022);Experiment 1;Orientation
6;78;58;-54;-20;1;2;0.610406138000144;Kondo et al. (2022);Experiment 1;Orientation
6;97;122;-19;25;1;2;0.805637386999479;Kondo et al. (2022);Experiment 1;Orientation
6;91;109;6;18;1;2;0.873241500000404;Kondo et al. (2022);Experiment 1;Orientation
6;58;66;33;8;1;2;0.950424055999974;Kondo et al. (2022);Experiment 1;Orientation
6;156;137;82;-19;1;2;0.709553667000364;Kondo et al. (2022);Experiment 1;Orientation
6;102;122;54;20;1;2;0.924320123999678;Kondo et al. (2022);Experiment 1;Orientation
6;52;48;50;-4;1;3;1.21020447599949;Kondo et al. (2022);Experiment 1;Orientation
6;2;179;50;-3;1;3;0.948268859000564;Kondo et al. (2022);Experiment 1;Orientation
6;132;136;50;4;1;3;1.44104767200042;Kondo et al. (2022);Experiment 1;Orientation
6;36;31;-84;-5;1;3;0.838312771999881;Kondo et al. (2022);Experiment 1;Orientation
6;47;39;-11;-8;1;3;1.12229737300004;Kondo et al. (2022);Experiment 1;Orientation
6;3;5;44;2;1;3;0.606879414999639;Kondo et al. (2022);Experiment 1;Orientation
6;89;92;-86;3;1;3;1.49859254100011;Kondo et al. (2022);Experiment 1;Orientation
6;25;25;64;0;1;3;0.691340005999336;Kondo et al. (2022);Experiment 1;Orientation
6;107;115;-82;8;1;3;0.853146153000125;Kondo et al. (2022);Experiment 1;Orientation
6;90;95;17;5;1;3;0.694530736999695;Kondo et al. (2022);Experiment 1;Orientation
6;178;176;-88;-2;1;3;0.536789367999518;Kondo et al. (2022);Experiment 1;Orientation
6;167;157;11;-10;1;3;0.379605852999703;Kondo et al. (2022);Experiment 1;Orientation
6;76;52;-89;-24;1;3;0.610878678000518;Kondo et al. (2022);Experiment 1;Orientation
6;9;14;67;5;1;3;1.23644978799985;Kondo et al. (2022);Experiment 1;Orientation
6;112;126;77;14;1;3;0.409085200999471;Kondo et al. (2022);Experiment 1;Orientation
6;164;151;-52;-13;1;3;1.5315915860001;Kondo et al. (2022);Experiment 1;Orientation
6;112;119;52;7;1;3;0.708519337000325;Kondo et al. (2022);Experiment 1;Orientation
6;163;157;-51;-6;1;3;0.931243234999783;Kondo et al. (2022);Experiment 1;Orientation
6;140;130;23;-10;1;3;0.660256197999843;Kondo et al. (2022);Experiment 1;Orientation
6;80;63;60;-17;1;3;0.676451925999572;Kondo et al. (2022);Experiment 1;Orientation
6;142;137;-62;-5;1;3;0.504582790999848;Kondo et al. (2022);Experiment 1;Orientation
6;59;49;83;-10;1;3;0.608111816000019;Kondo et al. (2022);Experiment 1;Orientation
6;169;141;70;-28;1;3;1.33129669600021;Kondo et al. (2022);Experiment 1;Orientation
6;174;88;-5;-86;1;3;1.93290162700032;Kondo et al. (2022);Experiment 1;Orientation
6;17;31;-23;14;1;3;0.511326572999678;Kondo et al. (2022);Experiment 1;Orientation
6;25;24;-8;-1;1;3;0.892873155999951;Kondo et al. (2022);Experiment 1;Orientation
6;76;64;-51;-12;1;3;1.08669878300043;Kondo et al. (2022);Experiment 1;Orientation
6;38;40;38;2;1;3;1.16254390900031;Kondo et al. (2022);Experiment 1;Orientation
6;46;52;-8;6;1;3;0.933900090999487;Kondo et al. (2022);Experiment 1;Orientation
6;103;111;-57;8;1;3;0.495867648000058;Kondo et al. (2022);Experiment 1;Orientation
6;123;129;-20;6;1;3;0.834916606000661;Kondo et al. (2022);Experiment 1;Orientation
6;100;119;23;19;1;3;0.600452908999614;Kondo et al. (2022);Experiment 1;Orientation
6;34;50;66;16;1;3;0.60599902299964;Kondo et al. (2022);Experiment 1;Orientation
6;95;100;-61;5;1;3;1.3523206939999;Kondo et al. (2022);Experiment 1;Orientation
6;159;155;-64;-4;1;3;0.589336453000215;Kondo et al. (2022);Experiment 1;Orientation
6;87;84;72;-3;1;3;0.980422126999656;Kondo et al. (2022);Experiment 1;Orientation
6;27;29;60;2;1;3;0.915679673000341;Kondo et al. (2022);Experiment 1;Orientation
6;63;59;-36;-4;1;3;0.426309315000253;Kondo et al. (2022);Experiment 1;Orientation
6;37;35;26;-2;1;3;0.698271440999633;Kondo et al. (2022);Experiment 1;Orientation
6;9;11;28;2;1;3;0.410319577999871;Kondo et al. (2022);Experiment 1;Orientation
6;35;33;-26;-2;1;3;0.884009250999952;Kondo et al. (2022);Experiment 1;Orientation
6;175;162;40;-13;1;3;1.39265624899963;Kondo et al. (2022);Experiment 1;Orientation
6;58;53;-63;-5;1;3;0.629873439000221;Kondo et al. (2022);Experiment 1;Orientation
6;114;121;-56;7;1;3;0.851816799000517;Kondo et al. (2022);Experiment 1;Orientation
6;6;1;-72;-5;1;3;0.477982571000211;Kondo et al. (2022);Experiment 1;Orientation
6;61;51;-55;-10;1;3;1.35494618800021;Kondo et al. (2022);Experiment 1;Orientation
6;40;36;21;-4;1;3;0.544778408999264;Kondo et al. (2022);Experiment 1;Orientation
6;56;40;-16;-16;1;3;1.24779652900088;Kondo et al. (2022);Experiment 1;Orientation
6;169;151;67;-18;1;3;1.14646045500012;Kondo et al. (2022);Experiment 1;Orientation
6;99;108;70;9;1;3;0.721959666000657;Kondo et al. (2022);Experiment 1;Orientation
6;115;115;-16;0;1;4;0.517937486999472;Kondo et al. (2022);Experiment 1;Orientation
6;139;129;-24;-10;1;4;0.913683757000399;Kondo et al. (2022);Experiment 1;Orientation
6;153;133;-14;-20;1;4;0.600099274999593;Kondo et al. (2022);Experiment 1;Orientation
6;51;63;-78;12;1;4;0.611803286000395;Kondo et al. (2022);Experiment 1;Orientation
6;109;120;-58;11;1;4;1.38261695599977;Kondo et al. (2022);Experiment 1;Orientation
6;9;23;-80;14;1;4;0.726347722000355;Kondo et al. (2022);Experiment 1;Orientation
6;116;114;73;-2;1;4;0.45018076300039;Kondo et al. (2022);Experiment 1;Orientation
6;52;58;64;6;1;4;0.651279321999937;Kondo et al. (2022);Experiment 1;Orientation
6;84;49;-32;-35;1;4;0.613704985999902;Kondo et al. (2022);Experiment 1;Orientation
6;47;51;37;4;1;4;0.00116172399975767;Kondo et al. (2022);Experiment 1;Orientation
6;85;74;-38;-11;1;4;0.683853768000517;Kondo et al. (2022);Experiment 1;Orientation
6;131;133;-46;2;1;4;0.391783383000075;Kondo et al. (2022);Experiment 1;Orientation
6;87;65;44;-22;1;4;0.885195062000093;Kondo et al. (2022);Experiment 1;Orientation
6;31;29;56;-2;1;4;0.689669022999624;Kondo et al. (2022);Experiment 1;Orientation
6;63;64;-32;1;1;4;0.707874997000545;Kondo et al. (2022);Experiment 1;Orientation
6;24;20;39;-4;1;4;1.18633327099997;Kondo et al. (2022);Experiment 1;Orientation
6;112;114;-88;2;1;4;0.425540316000479;Kondo et al. (2022);Experiment 1;Orientation
6;129;134;-17;5;1;4;1.21804057100053;Kondo et al. (2022);Experiment 1;Orientation
6;25;25;-76;0;1;4;0.434072384000501;Kondo et al. (2022);Experiment 1;Orientation
6;146;155;59;9;1;4;0.72009978799997;Kondo et al. (2022);Experiment 1;Orientation
6;29;25;-63;-4;1;4;0.676177473999815;Kondo et al. (2022);Experiment 1;Orientation
6;160;156;49;-4;1;4;0.497794273999716;Kondo et al. (2022);Experiment 1;Orientation
6;35;23;-55;-12;1;4;1.07327021700075;Kondo et al. (2022);Experiment 1;Orientation
6;147;154;68;7;1;4;0.536618886999349;Kondo et al. (2022);Experiment 1;Orientation
6;36;24;-69;-12;1;4;1.34562282100069;Kondo et al. (2022);Experiment 1;Orientation
6;44;42;-8;-2;1;4;0.697590687000229;Kondo et al. (2022);Experiment 1;Orientation
6;168;149;56;-19;1;4;0.513952448000055;Kondo et al. (2022);Experiment 1;Orientation
6;171;174;-3;3;1;4;0.407187859999794;Kondo et al. (2022);Experiment 1;Orientation
6;171;157;0;-14;1;4;0.601971576999858;Kondo et al. (2022);Experiment 1;Orientation
6;109;111;62;2;1;4;0.637863267999819;Kondo et al. (2022);Experiment 1;Orientation
6;67;66;42;-1;1;4;0.625659272000121;Kondo et al. (2022);Experiment 1;Orientation
6;138;126;-71;-12;1;4;0.706027670999902;Kondo et al. (2022);Experiment 1;Orientation
6;9;11;-51;2;1;4;0.737273967999499;Kondo et al. (2022);Experiment 1;Orientation
6;77;52;-68;-25;1;4;0.337700473000041;Kondo et al. (2022);Experiment 1;Orientation
6;143;131;-66;-12;1;4;0.857907740999508;Kondo et al. (2022);Experiment 1;Orientation
6;136;128;7;-8;1;4;0.480662162999579;Kondo et al. (2022);Experiment 1;Orientation
6;38;41;-82;3;1;4;0.389824421999947;Kondo et al. (2022);Experiment 1;Orientation
6;33;28;5;-5;1;4;0.51111189600033;Kondo et al. (2022);Experiment 1;Orientation
6;175;67;38;72;1;4;0.921628628999315;Kondo et al. (2022);Experiment 1;Orientation
6;72;68;-77;-4;1;4;1.47843248500067;Kondo et al. (2022);Experiment 1;Orientation
6;90;116;-18;26;1;4;0.793876555000679;Kondo et al. (2022);Experiment 1;Orientation
6;77;68;13;-9;1;4;1.48790805499993;Kondo et al. (2022);Experiment 1;Orientation
6;128;125;-51;-3;1;4;0.952829062999626;Kondo et al. (2022);Experiment 1;Orientation
6;172;156;-44;-16;1;4;1.28752580800028;Kondo et al. (2022);Experiment 1;Orientation
6;106;126;66;20;1;4;1.14542729599998;Kondo et al. (2022);Experiment 1;Orientation
6;14;23;-88;9;1;4;0.561208543999783;Kondo et al. (2022);Experiment 1;Orientation
6;75;70;-61;-5;1;4;1.35751974100003;Kondo et al. (2022);Experiment 1;Orientation
6;144;141;-69;-3;1;4;0.593668716000138;Kondo et al. (2022);Experiment 1;Orientation
6;152;151;-8;-1;1;4;1.08726761799971;Kondo et al. (2022);Experiment 1;Orientation
6;67;64;85;-3;1;4;1.36186159699992;Kondo et al. (2022);Experiment 1;Orientation
6;161;167;86;6;1;5;2.41027225499965;Kondo et al. (2022);Experiment 1;Orientation
6;35;30;-54;-5;1;5;1.17115349800042;Kondo et al. (2022);Experiment 1;Orientation
6;173;153;42;-20;1;5;0.830084907000128;Kondo et al. (2022);Experiment 1;Orientation
6;0;171;-7;-9;1;5;0.690836565000609;Kondo et al. (2022);Experiment 1;Orientation
6;35;38;-35;3;1;5;0.79740259800019;Kondo et al. (2022);Experiment 1;Orientation
6;31;22;4;-9;1;5;0.906076430000212;Kondo et al. (2022);Experiment 1;Orientation
6;20;20;11;0;1;5;1.18488414200056;Kondo et al. (2022);Experiment 1;Orientation
6;32;30;-12;-2;1;5;0.905466399999568;Kondo et al. (2022);Experiment 1;Orientation
6;12;13;20;1;1;5;1.07285576400045;Kondo et al. (2022);Experiment 1;Orientation
6;90;13;-78;-77;1;5;0.734452572999544;Kondo et al. (2022);Experiment 1;Orientation
